index,timestamp,minute,second,team,player,play_pattern,type,possession,shot_type,,,player,play_pattern,type,combination,Area on the pitch 
416,14:01.3,14,1,Denmark,Thomas Delaney,Regular Play,Duel,22,,,,Thomas Delaney,Regular Play,Duel,,
417,14:01.3,14,1,Croatia,Luka Modrić,Regular Play,Pass,22,,,,Luka Modrić,Regular Play,Pass,,
418,14:02.1,14,2,Denmark,Thomas Delaney,Regular Play,Block,22,,,,Thomas Delaney,Regular Play,Block,,
419,14:02.1,14,2,Croatia,Luka Modrić,Regular Play,Ball Recovery,22,,,,Luka Modrić,Regular Play,Ball Recovery,,
420,14:02.1,14,2,Croatia,Luka Modrić,Regular Play,Carry,22,,,,Luka Modrić,Regular Play,Carry,,
421,14:02.4,14,2,Denmark,Martin Braithwaite Christensen,Regular Play,Pressure,22,,,,Martin Braithwaite Christensen,Regular Play,Pressure,,
422,14:02.9,14,2,Croatia,Luka Modrić,Regular Play,Pass,22,,,,Luka Modrić,Regular Play,Pass,,
423,14:04.2,14,4,Croatia,Šime Vrsaljko,Regular Play,Ball Receipt*,22,,,,Šime Vrsaljko,Regular Play,Ball Receipt*,,
424,14:04.2,14,4,Croatia,Šime Vrsaljko,Regular Play,Pass,22,,,,Šime Vrsaljko,Regular Play,Pass,,
425,14:06.2,14,6,Croatia,Luka Modrić,Regular Play,Ball Receipt*,22,,,,Luka Modrić,Regular Play,Ball Receipt*,,
426,14:06.2,14,6,Croatia,Luka Modrić,Regular Play,Carry,22,,,,Luka Modrić,Regular Play,Carry,,
427,14:07.4,14,7,Croatia,Luka Modrić,Regular Play,Pass,22,,,,Luka Modrić,Regular Play,Pass,,
428,14:07.7,14,7,Denmark,Jonas Knudsen,Regular Play,Block,22,,,,Jonas Knudsen,Regular Play,Block,,
429,14:25.1,14,25,Croatia,Šime Vrsaljko,From Throw In,Pass,23,,,,Šime Vrsaljko,From Throw In,Pass,,
430,14:26.0,14,25,Croatia,Ante Rebić,From Throw In,Ball Receipt*,23,,,,Ante Rebić,From Throw In,Ball Receipt*,,
431,14:26.0,14,25,Croatia,Ante Rebić,From Throw In,Pass,23,,,,Ante Rebić,From Throw In,Pass,,
432,14:27.2,14,27,Croatia,Šime Vrsaljko,From Throw In,Ball Receipt*,23,,,,Šime Vrsaljko,From Throw In,Ball Receipt*,,
433,14:27.2,14,27,Croatia,Šime Vrsaljko,From Throw In,Carry,23,,,,Šime Vrsaljko,From Throw In,Carry,,
434,14:28.6,14,28,Croatia,Šime Vrsaljko,From Throw In,Pass,23,,,,Šime Vrsaljko,From Throw In,Pass,,
435,14:29.5,14,29,Denmark,Thomas Delaney,From Throw In,Pressure,23,,,,Thomas Delaney,From Throw In,Pressure,,
436,14:29.6,14,29,Croatia,Ante Rebić,From Throw In,Ball Receipt*,23,,,,Ante Rebić,From Throw In,Ball Receipt*,,
437,14:29.6,14,29,Croatia,Ante Rebić,From Throw In,Carry,23,,,,Ante Rebić,From Throw In,Carry,,
438,14:30.2,14,30,Croatia,Ante Rebić,From Throw In,Pass,23,,,,Ante Rebić,From Throw In,Pass,,
439,14:32.1,14,32,Denmark,Simon Thorup Kjær,From Throw In,Clearance,23,,,,Simon Thorup Kjær,From Throw In,Clearance,,
440,14:33.4,14,33,Croatia,Ivan Strinić,From Throw In,Ball Recovery,23,,,,Ivan Strinić,From Throw In,Ball Recovery,,
441,14:33.4,14,33,Croatia,Ivan Strinić,From Throw In,Carry,23,,,,Ivan Strinić,From Throw In,Carry,,
442,14:37.0,14,37,Croatia,Ivan Strinić,From Throw In,Pass,23,,,,Ivan Strinić,From Throw In,Pass,,
443,14:38.4,14,38,Croatia,Ivan Perišić,From Throw In,Ball Receipt*,23,,,,Ivan Perišić,From Throw In,Ball Receipt*,,
444,14:38.4,14,38,Croatia,Ivan Perišić,From Throw In,Carry,23,,,,Ivan Perišić,From Throw In,Carry,,
445,14:39.5,14,39,Croatia,Ivan Perišić,From Throw In,Pass,23,,,,Ivan Perišić,From Throw In,Pass,,
446,14:40.7,14,40,Denmark,Andreas Christensen,From Throw In,Pressure,23,,,,Andreas Christensen,From Throw In,Pressure,,
447,14:40.8,14,40,Croatia,Mario Mandžukić,From Throw In,Ball Receipt*,23,,,,Mario Mandžukić,From Throw In,Ball Receipt*,,
448,14:40.8,14,40,Croatia,Mario Mandžukić,From Throw In,Carry,23,,,,Mario Mandžukić,From Throw In,Carry,,
449,14:42.6,14,42,Croatia,Mario Mandžukić,From Throw In,Dispossessed,23,,,,Mario Mandžukić,From Throw In,Dispossessed,,
450,14:42.6,14,42,Denmark,Andreas Christensen,From Throw In,Duel,23,,,,Andreas Christensen,From Throw In,Duel,,
451,14:44.4,14,44,Croatia,Ivan Strinić,From Throw In,Pass,23,,,,Ivan Strinić,From Throw In,Pass,,
452,14:44.9,14,44,Denmark,Christian Dannemann Eriksen,From Throw In,Block,23,,,,Christian Dannemann Eriksen,From Throw In,Block,,
453,14:44.9,14,44,Croatia,Ivan Strinić,From Throw In,Block,23,,,,Ivan Strinić,From Throw In,Block,,
454,15:06.0,15,6,Denmark,Henrik Dalsgaard,From Throw In,Pass,24,,,,Henrik Dalsgaard,From Throw In,Pass,,
455,15:07.7,15,7,Denmark,Andreas Evald Cornelius,From Throw In,Ball Receipt*,24,,,,Andreas Evald Cornelius,From Throw In,Ball Receipt*,,
456,15:07.7,15,7,Croatia,Ivan Strinić,From Throw In,Pass,24,,,,Ivan Strinić,From Throw In,Pass,,
457,15:08.2,15,8,Croatia,Marcelo Brozović,From Throw In,Pressure,24,,,,Marcelo Brozović,From Throw In,Pressure,,
458,15:08.4,15,8,Croatia,Marcelo Brozović,From Throw In,Ball Receipt*,24,,,,Marcelo Brozović,From Throw In,Ball Receipt*,,
459,15:08.4,15,8,Denmark,Yussuf Yurary Poulsen,From Throw In,Ball Recovery,24,,,,Yussuf Yurary Poulsen,From Throw In,Ball Recovery,,
460,15:08.4,15,8,Denmark,Yussuf Yurary Poulsen,From Throw In,Carry,24,,,,Yussuf Yurary Poulsen,From Throw In,Carry,,
461,15:11.6,15,11,Croatia,Ivan Strinić,From Throw In,Dribbled Past,24,,,,Ivan Strinić,From Throw In,Dribbled Past,,
462,15:11.6,15,11,Denmark,Yussuf Yurary Poulsen,From Throw In,Dribble,24,,,,Yussuf Yurary Poulsen,From Throw In,Dribble,,
463,15:11.6,15,11,Denmark,Yussuf Yurary Poulsen,From Throw In,Carry,24,,,,Yussuf Yurary Poulsen,From Throw In,Carry,,
464,15:12.1,15,12,Denmark,Yussuf Yurary Poulsen,From Throw In,Dispossessed,24,,,,Yussuf Yurary Poulsen,From Throw In,Dispossessed,,
465,15:12.1,15,12,Croatia,Marcelo Brozović,From Throw In,Duel,24,,,,Marcelo Brozović,From Throw In,Duel,,
466,15:14.1,15,14,Croatia,Domagoj Vida,From Throw In,Pass,24,,,,Domagoj Vida,From Throw In,Pass,,
467,15:15.8,15,15,Denmark,Andreas Christensen,From Throw In,Ball Recovery,24,,,,Andreas Christensen,From Throw In,Ball Recovery,,
468,15:15.8,15,15,Denmark,Andreas Christensen,From Throw In,Carry,24,,,,Andreas Christensen,From Throw In,Carry,,
469,15:17.2,15,17,Denmark,Andreas Christensen,From Throw In,Pass,24,,,,Andreas Christensen,From Throw In,Pass,,
470,15:18.3,15,18,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Ball Receipt*,24,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Ball Receipt*,,
471,15:18.3,15,18,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Carry,24,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Carry,,
472,15:18.8,15,18,Croatia,Domagoj Vida,From Throw In,Pressure,24,,,,Domagoj Vida,From Throw In,Pressure,,
473,15:19.3,15,19,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Pass,24,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Pass,,
474,15:20.6,15,20,Croatia,Ante Rebić,From Throw In,Pressure,24,,,,Ante Rebić,From Throw In,Pressure,,
475,15:21.3,15,21,Denmark,Jonas Knudsen,From Throw In,Ball Receipt*,24,,,,Jonas Knudsen,From Throw In,Ball Receipt*,,
476,15:21.3,15,21,Denmark,Jonas Knudsen,From Throw In,Carry,24,,,,Jonas Knudsen,From Throw In,Carry,,
477,15:22.0,15,21,Denmark,Jonas Knudsen,From Throw In,Pass,24,,,,Jonas Knudsen,From Throw In,Pass,,
478,15:23.6,15,23,Denmark,Martin Braithwaite Christensen,From Throw In,Ball Receipt*,24,,,,Martin Braithwaite Christensen,From Throw In,Ball Receipt*,,
479,15:23.6,15,23,Denmark,Martin Braithwaite Christensen,From Throw In,Carry,24,,,,Martin Braithwaite Christensen,From Throw In,Carry,,
480,15:23.7,15,23,Denmark,Martin Braithwaite Christensen,From Throw In,Miscontrol,24,,,,Martin Braithwaite Christensen,From Throw In,Miscontrol,,
481,15:26.7,15,26,Croatia,Danijel Subašić,Regular Play,Ball Recovery,25,,,,Danijel Subašić,Regular Play,Ball Recovery,,
482,15:26.7,15,26,Croatia,Danijel Subašić,Regular Play,Carry,25,,,,Danijel Subašić,Regular Play,Carry,,
483,15:27.1,15,27,Croatia,Danijel Subašić,Regular Play,Pass,25,,,,Danijel Subašić,Regular Play,Pass,,
484,15:28.3,15,28,Croatia,Dejan Lovren,Regular Play,Ball Receipt*,25,,,,Dejan Lovren,Regular Play,Ball Receipt*,,
485,15:28.3,15,28,Croatia,Dejan Lovren,Regular Play,Carry,25,,,,Dejan Lovren,Regular Play,Carry,,
486,15:31.8,15,31,Croatia,Dejan Lovren,Regular Play,Pass,25,,,,Dejan Lovren,Regular Play,Pass,,
487,15:32.8,15,32,Croatia,Šime Vrsaljko,Regular Play,Ball Receipt*,25,,,,Šime Vrsaljko,Regular Play,Ball Receipt*,,
488,15:32.8,15,32,Croatia,Šime Vrsaljko,Regular Play,Carry,25,,,,Šime Vrsaljko,Regular Play,Carry,,
489,15:34.6,15,34,Croatia,Šime Vrsaljko,Regular Play,Pass,25,,,,Šime Vrsaljko,Regular Play,Pass,,
490,15:36.6,15,36,Croatia,Marcelo Brozović,Regular Play,Ball Receipt*,25,,,,Marcelo Brozović,Regular Play,Ball Receipt*,,
491,15:36.6,15,36,Croatia,Marcelo Brozović,Regular Play,Carry,25,,,,Marcelo Brozović,Regular Play,Carry,,
492,15:37.4,15,37,Croatia,Marcelo Brozović,Regular Play,Pass,25,,,,Marcelo Brozović,Regular Play,Pass,,
493,15:38.7,15,38,Croatia,Domagoj Vida,Regular Play,Ball Receipt*,25,,,,Domagoj Vida,Regular Play,Ball Receipt*,,
494,15:38.7,15,38,Croatia,Domagoj Vida,Regular Play,Carry,25,,,,Domagoj Vida,Regular Play,Carry,,
495,15:39.1,15,39,Denmark,Andreas Evald Cornelius,Regular Play,Pressure,25,,,,Andreas Evald Cornelius,Regular Play,Pressure,,
496,15:40.1,15,40,Croatia,Domagoj Vida,Regular Play,Pass,25,,,,Domagoj Vida,Regular Play,Pass,,
497,15:42.3,15,42,Croatia,Ivan Perišić,Regular Play,Ball Receipt*,25,,,,Ivan Perišić,Regular Play,Ball Receipt*,,
498,15:42.3,15,42,Denmark,Henrik Dalsgaard,Regular Play,Pass,25,,,,Henrik Dalsgaard,Regular Play,Pass,,
499,15:44.1,15,44,Denmark,Andreas Christensen,Regular Play,Ball Receipt*,25,,,,Andreas Christensen,Regular Play,Ball Receipt*,,
500,15:44.1,15,44,Croatia,Ivan Rakitić,Regular Play,Pass,25,,,,Ivan Rakitić,Regular Play,Pass,,
501,15:45.2,15,45,Croatia,Ivan Strinić,Regular Play,Ball Receipt*,25,,,,Ivan Strinić,Regular Play,Ball Receipt*,,
502,15:45.2,15,45,Croatia,Ivan Strinić,Regular Play,Carry,25,,,,Ivan Strinić,Regular Play,Carry,,
503,15:45.8,15,45,Croatia,Ivan Strinić,Regular Play,Pass,25,,,,Ivan Strinić,Regular Play,Pass,,
504,15:46.2,15,46,Croatia,Ivan Rakitić,Regular Play,Ball Receipt*,25,,,,Ivan Rakitić,Regular Play,Ball Receipt*,,
505,15:46.2,15,46,Croatia,Ivan Rakitić,Regular Play,Carry,25,,,,Ivan Rakitić,Regular Play,Carry,,
506,15:47.5,15,47,Croatia,Ivan Rakitić,Regular Play,Pass,25,,,,Ivan Rakitić,Regular Play,Pass,,
507,15:48.2,15,48,Croatia,Mario Mandžukić,Regular Play,Ball Receipt*,25,,,,Mario Mandžukić,Regular Play,Ball Receipt*,,
508,15:48.2,15,48,Croatia,Mario Mandžukić,Regular Play,Carry,25,,,,Mario Mandžukić,Regular Play,Carry,,
509,15:48.3,15,48,Denmark,Simon Thorup Kjær,Regular Play,Pressure,25,,,,Simon Thorup Kjær,Regular Play,Pressure,,
510,15:49.1,15,49,Croatia,Mario Mandžukić,Regular Play,Pass,25,,,,Mario Mandžukić,Regular Play,Pass,,
511,15:49.9,15,49,Croatia,Marcelo Brozović,Regular Play,Ball Receipt*,25,,,,Marcelo Brozović,Regular Play,Ball Receipt*,,
512,15:49.9,15,49,Croatia,Marcelo Brozović,Regular Play,Carry,25,,,,Marcelo Brozović,Regular Play,Carry,,
513,15:49.9,15,49,Denmark,Christian Dannemann Eriksen,Regular Play,Block,25,,,,Christian Dannemann Eriksen,Regular Play,Block,,
514,15:50.5,15,50,Croatia,Marcelo Brozović,Regular Play,Pass,25,,,,Marcelo Brozović,Regular Play,Pass,,
515,15:51.2,15,51,Denmark,Thomas Delaney,Regular Play,Pressure,25,,,,Thomas Delaney,Regular Play,Pressure,,
516,15:51.4,15,51,Croatia,Luka Modrić,Regular Play,Ball Receipt*,25,,,,Luka Modrić,Regular Play,Ball Receipt*,,
517,15:51.4,15,51,Croatia,Luka Modrić,Regular Play,Carry,25,,,,Luka Modrić,Regular Play,Carry,,
518,15:51.4,15,51,Croatia,Luka Modrić,Regular Play,Pass,25,,,,Luka Modrić,Regular Play,Pass,,
519,15:53.4,15,53,Croatia,Dejan Lovren,Regular Play,Ball Receipt*,25,,,,Dejan Lovren,Regular Play,Ball Receipt*,,
520,15:53.4,15,53,Croatia,Dejan Lovren,Regular Play,Carry,25,,,,Dejan Lovren,Regular Play,Carry,,
521,15:56.3,15,56,Croatia,Dejan Lovren,Regular Play,Pass,25,,,,Dejan Lovren,Regular Play,Pass,,
522,15:57.2,15,57,Croatia,Luka Modrić,Regular Play,Ball Receipt*,25,,,,Luka Modrić,Regular Play,Ball Receipt*,,
523,15:57.2,15,57,Croatia,Luka Modrić,Regular Play,Carry,25,,,,Luka Modrić,Regular Play,Carry,,
524,16:01.9,16,1,Croatia,Luka Modrić,Regular Play,Pass,25,,,,Luka Modrić,Regular Play,Pass,,
525,16:02.9,16,2,Croatia,Šime Vrsaljko,Regular Play,Ball Receipt*,25,,,,Šime Vrsaljko,Regular Play,Ball Receipt*,,
526,16:02.9,16,2,Croatia,Šime Vrsaljko,Regular Play,Carry,25,,,,Šime Vrsaljko,Regular Play,Carry,,
527,16:04.4,16,4,Croatia,Šime Vrsaljko,Regular Play,Pass,25,,,,Šime Vrsaljko,Regular Play,Pass,,
528,16:05.7,16,5,Croatia,Luka Modrić,Regular Play,Ball Receipt*,25,,,,Luka Modrić,Regular Play,Ball Receipt*,,
529,16:05.7,16,5,Croatia,Luka Modrić,Regular Play,Carry,25,,,,Luka Modrić,Regular Play,Carry,,
530,16:07.2,16,7,Croatia,Luka Modrić,Regular Play,Pass,25,,,,Luka Modrić,Regular Play,Pass,,
531,16:09.9,16,9,Croatia,Ivan Perišić,Regular Play,Ball Receipt*,25,,,,Ivan Perišić,Regular Play,Ball Receipt*,,
532,16:10.0,16,9,Croatia,Ivan Perišić,Regular Play,Pass,25,,,,Ivan Perišić,Regular Play,Pass,,
533,16:12.5,16,12,Croatia,Ivan Rakitić,Regular Play,Ball Receipt*,25,,,,Ivan Rakitić,Regular Play,Ball Receipt*,,
534,16:12.5,16,12,Denmark,Simon Thorup Kjær,Regular Play,Pass,25,,,,Simon Thorup Kjær,Regular Play,Pass,,
535,16:14.9,16,14,Denmark,Andreas Christensen,Regular Play,Ball Receipt*,25,,,,Andreas Christensen,Regular Play,Ball Receipt*,,
536,16:15.2,16,15,Denmark,Andreas Christensen,Regular Play,Pass,25,,,,Andreas Christensen,Regular Play,Pass,,
537,16:17.0,16,16,Croatia,Luka Modrić,Regular Play,Pass,25,,,,Luka Modrić,Regular Play,Pass,,
538,16:20.2,16,20,Croatia,Dejan Lovren,Regular Play,Ball Receipt*,25,,,,Dejan Lovren,Regular Play,Ball Receipt*,,
539,16:20.2,16,20,Croatia,Dejan Lovren,Regular Play,Pass,25,,,,Dejan Lovren,Regular Play,Pass,,
540,16:22.8,16,22,Croatia,Danijel Subašić,Regular Play,Ball Receipt*,25,,,,Danijel Subašić,Regular Play,Ball Receipt*,,
541,16:22.8,16,22,Croatia,Danijel Subašić,Regular Play,Carry,25,,,,Danijel Subašić,Regular Play,Carry,,
542,16:24.2,16,24,Croatia,Danijel Subašić,Regular Play,Pass,25,,,,Danijel Subašić,Regular Play,Pass,,
543,16:25.5,16,25,Croatia,Domagoj Vida,Regular Play,Ball Receipt*,25,,,,Domagoj Vida,Regular Play,Ball Receipt*,,
544,16:25.5,16,25,Croatia,Domagoj Vida,Regular Play,Carry,25,,,,Domagoj Vida,Regular Play,Carry,,
545,16:25.9,16,25,Croatia,Domagoj Vida,Regular Play,Miscontrol,25,,,,Domagoj Vida,Regular Play,Miscontrol,,
546,16:27.7,16,27,Croatia,Luka Modrić,Regular Play,Ball Recovery,25,,,,Luka Modrić,Regular Play,Ball Recovery,,
547,16:27.7,16,27,Croatia,Luka Modrić,Regular Play,Carry,25,,,,Luka Modrić,Regular Play,Carry,,
548,16:29.0,16,28,Croatia,Luka Modrić,Regular Play,Pass,25,,,,Luka Modrić,Regular Play,Pass,,
549,16:29.8,16,29,Croatia,Ivan Rakitić,Regular Play,Ball Receipt*,25,,,,Ivan Rakitić,Regular Play,Ball Receipt*,,
550,16:29.8,16,29,Croatia,Ivan Rakitić,Regular Play,Pass,25,,,,Ivan Rakitić,Regular Play,Pass,,
551,16:31.3,16,31,Croatia,Luka Modrić,Regular Play,Ball Receipt*,25,,,,Luka Modrić,Regular Play,Ball Receipt*,,
552,16:31.3,16,31,Croatia,Luka Modrić,Regular Play,Pass,25,,,,Luka Modrić,Regular Play,Pass,,
553,16:32.7,16,32,Croatia,Marcelo Brozović,Regular Play,Ball Receipt*,25,,,,Marcelo Brozović,Regular Play,Ball Receipt*,,
554,16:32.7,16,32,Croatia,Marcelo Brozović,Regular Play,Carry,25,,,,Marcelo Brozović,Regular Play,Carry,,
555,16:33.7,16,33,Croatia,Marcelo Brozović,Regular Play,Pass,25,,,,Marcelo Brozović,Regular Play,Pass,,
556,16:35.0,16,34,Croatia,Ivan Strinić,Regular Play,Ball Receipt*,25,,,,Ivan Strinić,Regular Play,Ball Receipt*,,
557,16:35.0,16,34,Croatia,Ivan Strinić,Regular Play,Carry,25,,,,Ivan Strinić,Regular Play,Carry,,
558,16:35.1,16,35,Denmark,Yussuf Yurary Poulsen,Regular Play,Pressure,25,,,,Yussuf Yurary Poulsen,Regular Play,Pressure,,
559,16:36.1,16,36,Denmark,Yussuf Yurary Poulsen,Regular Play,Dribbled Past,25,,,,Yussuf Yurary Poulsen,Regular Play,Dribbled Past,,
560,16:36.1,16,36,Croatia,Ivan Strinić,Regular Play,Dribble,25,,,,Ivan Strinić,Regular Play,Dribble,,
561,16:36.1,16,36,Croatia,Ivan Strinić,Regular Play,Carry,25,,,,Ivan Strinić,Regular Play,Carry,,
562,16:37.0,16,37,Croatia,Ivan Strinić,Regular Play,Pass,25,,,,Ivan Strinić,Regular Play,Pass,,
563,16:37.5,16,37,Denmark,Yussuf Yurary Poulsen,Regular Play,Pressure,25,,,,Yussuf Yurary Poulsen,Regular Play,Pressure,,
564,16:37.9,16,37,Croatia,Marcelo Brozović,Regular Play,Ball Receipt*,25,,,,Marcelo Brozović,Regular Play,Ball Receipt*,,
565,16:37.9,16,37,Croatia,Marcelo Brozović,Regular Play,Carry,25,,,,Marcelo Brozović,Regular Play,Carry,,
566,16:39.2,16,39,Croatia,Marcelo Brozović,Regular Play,Pass,25,,,,Marcelo Brozović,Regular Play,Pass,,
567,16:39.9,16,39,Croatia,Ivan Rakitić,Regular Play,Ball Receipt*,25,,,,Ivan Rakitić,Regular Play,Ball Receipt*,,
568,16:39.9,16,39,Croatia,Ivan Rakitić,Regular Play,Carry,25,,,,Ivan Rakitić,Regular Play,Carry,,
569,16:41.2,16,41,Denmark,Christian Dannemann Eriksen,Regular Play,Pressure,25,,,,Christian Dannemann Eriksen,Regular Play,Pressure,,
570,16:42.0,16,41,Croatia,Ivan Rakitić,Regular Play,Pass,25,,,,Ivan Rakitić,Regular Play,Pass,,
571,16:43.0,16,43,Croatia,Marcelo Brozović,Regular Play,Ball Receipt*,25,,,,Marcelo Brozović,Regular Play,Ball Receipt*,,
572,16:43.0,16,43,Croatia,Marcelo Brozović,Regular Play,Carry,25,,,,Marcelo Brozović,Regular Play,Carry,,
573,16:44.2,16,44,Croatia,Marcelo Brozović,Regular Play,Pass,25,,,,Marcelo Brozović,Regular Play,Pass,,
574,16:46.1,16,46,Croatia,Dejan Lovren,Regular Play,Ball Receipt*,25,,,,Dejan Lovren,Regular Play,Ball Receipt*,,
575,16:46.1,16,46,Croatia,Dejan Lovren,Regular Play,Carry,25,,,,Dejan Lovren,Regular Play,Carry,,
576,16:47.7,16,47,Croatia,Dejan Lovren,Regular Play,Pass,25,,,,Dejan Lovren,Regular Play,Pass,,
577,16:48.3,16,48,Denmark,Jonas Knudsen,Regular Play,Pressure,25,,,,Jonas Knudsen,Regular Play,Pressure,,
578,16:48.8,16,48,Croatia,Ante Rebić,Regular Play,Ball Receipt*,25,,,,Ante Rebić,Regular Play,Ball Receipt*,,
579,16:48.8,16,48,Croatia,Ante Rebić,Regular Play,Pass,25,,,,Ante Rebić,Regular Play,Pass,,
580,16:49.8,16,49,Croatia,Šime Vrsaljko,Regular Play,Ball Receipt*,25,,,,Šime Vrsaljko,Regular Play,Ball Receipt*,,
581,16:49.8,16,49,Croatia,Šime Vrsaljko,Regular Play,Carry,25,,,,Šime Vrsaljko,Regular Play,Carry,,
582,16:50.7,16,50,Denmark,Martin Braithwaite Christensen,Regular Play,Pressure,25,,,,Martin Braithwaite Christensen,Regular Play,Pressure,,
583,16:51.1,16,51,Croatia,Šime Vrsaljko,Regular Play,Pass,25,,,,Šime Vrsaljko,Regular Play,Pass,,
584,16:51.3,16,51,Denmark,Jonas Knudsen,Regular Play,Pressure,25,,,,Jonas Knudsen,Regular Play,Pressure,,
585,16:52.0,16,52,Croatia,Ante Rebić,Regular Play,Ball Receipt*,25,,,,Ante Rebić,Regular Play,Ball Receipt*,,
586,16:52.0,16,52,Croatia,Ante Rebić,Regular Play,Carry,25,,,,Ante Rebić,Regular Play,Carry,,
587,16:53.4,16,53,Croatia,Ante Rebić,Regular Play,Pass,25,,,,Ante Rebić,Regular Play,Pass,,
588,16:53.7,16,53,Croatia,Mario Mandžukić,Regular Play,Ball Receipt*,25,,,,Mario Mandžukić,Regular Play,Ball Receipt*,,
589,16:53.7,16,53,Denmark,Jonas Knudsen,Regular Play,Block,25,,,,Jonas Knudsen,Regular Play,Block,,
590,16:55.0,16,54,Denmark,Andreas Christensen,Regular Play,Pass,26,,,,Andreas Christensen,Regular Play,Pass,,
591,16:55.2,16,55,Croatia,Ante Rebić,Regular Play,Pressure,26,,,,Ante Rebić,Regular Play,Pressure,,
592,16:55.8,16,55,Denmark,Christian Dannemann Eriksen,Regular Play,Ball Receipt*,26,,,,Christian Dannemann Eriksen,Regular Play,Ball Receipt*,,
593,16:55.8,16,55,Denmark,Christian Dannemann Eriksen,Regular Play,Carry,26,,,,Christian Dannemann Eriksen,Regular Play,Carry,,
594,16:56.0,16,55,Denmark,Christian Dannemann Eriksen,Regular Play,Pass,26,,,,Christian Dannemann Eriksen,Regular Play,Pass,,
595,16:57.3,16,57,Denmark,Thomas Delaney,Regular Play,Ball Receipt*,26,,,,Thomas Delaney,Regular Play,Ball Receipt*,,
596,16:57.3,16,57,Denmark,Thomas Delaney,Regular Play,Carry,26,,,,Thomas Delaney,Regular Play,Carry,,
597,16:57.7,16,57,Croatia,Marcelo Brozović,Regular Play,Pressure,26,,,,Marcelo Brozović,Regular Play,Pressure,,
598,16:58.1,16,58,Denmark,Thomas Delaney,Regular Play,Pass,26,,,,Thomas Delaney,Regular Play,Pass,,
599,16:59.8,16,59,Denmark,Andreas Evald Cornelius,Regular Play,Ball Receipt*,26,,,,Andreas Evald Cornelius,Regular Play,Ball Receipt*,,
600,16:59.8,16,59,Denmark,Andreas Evald Cornelius,Regular Play,Carry,26,,,,Andreas Evald Cornelius,Regular Play,Carry,,
601,17:01.7,17,1,Denmark,Andreas Evald Cornelius,Regular Play,Pass,26,,,,Andreas Evald Cornelius,Regular Play,Pass,,
602,17:05.3,17,5,Croatia,Danijel Subašić,Regular Play,Ball Recovery,27,,,,Danijel Subašić,Regular Play,Ball Recovery,,
603,17:05.3,17,5,Croatia,Danijel Subašić,Regular Play,Carry,27,,,,Danijel Subašić,Regular Play,Carry,,
604,17:06.9,17,6,Croatia,Danijel Subašić,Regular Play,Pass,27,,,,Danijel Subašić,Regular Play,Pass,,
605,17:08.5,17,8,Croatia,Domagoj Vida,Regular Play,Ball Receipt*,27,,,,Domagoj Vida,Regular Play,Ball Receipt*,,
606,17:08.5,17,8,Croatia,Domagoj Vida,Regular Play,Carry,27,,,,Domagoj Vida,Regular Play,Carry,,
607,17:09.4,17,9,Croatia,Domagoj Vida,Regular Play,Pass,27,,,,Domagoj Vida,Regular Play,Pass,,
608,17:10.4,17,10,Croatia,Marcelo Brozović,Regular Play,Ball Receipt*,27,,,,Marcelo Brozović,Regular Play,Ball Receipt*,,
609,17:10.4,17,10,Croatia,Marcelo Brozović,Regular Play,Carry,27,,,,Marcelo Brozović,Regular Play,Carry,,
610,17:12.1,17,12,Croatia,Marcelo Brozović,Regular Play,Pass,27,,,,Marcelo Brozović,Regular Play,Pass,,
611,17:13.0,17,12,Croatia,Ivan Rakitić,Regular Play,Ball Receipt*,27,,,,Ivan Rakitić,Regular Play,Ball Receipt*,,
612,17:13.0,17,12,Croatia,Ivan Rakitić,Regular Play,Carry,27,,,,Ivan Rakitić,Regular Play,Carry,,
613,17:13.0,17,13,Croatia,Ivan Rakitić,Regular Play,Pass,27,,,,Ivan Rakitić,Regular Play,Pass,,
614,17:15.2,17,15,Croatia,Domagoj Vida,Regular Play,Ball Receipt*,27,,,,Domagoj Vida,Regular Play,Ball Receipt*,,
615,17:15.2,17,15,Croatia,Domagoj Vida,Regular Play,Pass,27,,,,Domagoj Vida,Regular Play,Pass,,
616,17:18.2,17,18,Croatia,Marcelo Brozović,Regular Play,Ball Receipt*,27,,,,Marcelo Brozović,Regular Play,Ball Receipt*,,
617,17:18.2,17,18,Croatia,Marcelo Brozović,Regular Play,Carry,27,,,,Marcelo Brozović,Regular Play,Carry,,
618,17:19.0,17,19,Croatia,Marcelo Brozović,Regular Play,Pass,27,,,,Marcelo Brozović,Regular Play,Pass,,
619,17:20.0,17,20,Croatia,Ivan Rakitić,Regular Play,Ball Receipt*,27,,,,Ivan Rakitić,Regular Play,Ball Receipt*,,
620,17:20.0,17,20,Croatia,Ivan Rakitić,Regular Play,Pass,27,,,,Ivan Rakitić,Regular Play,Pass,,
621,17:21.5,17,21,Croatia,Marcelo Brozović,Regular Play,Ball Receipt*,27,,,,Marcelo Brozović,Regular Play,Ball Receipt*,,
