index,timestamp,minute,second,team,player,play_pattern,type,possession,shot_type,,,player,play_pattern,type,combination,Area on the pitch 
3367,04:02.0,94,1,Denmark,Henrik Dalsgaard,Regular Play,Pass,172,,,,Henrik Dalsgaard,Regular Play,Pass,,
3368,04:03.7,94,3,Denmark,Martin Braithwaite Christensen,Regular Play,Ball Receipt*,172,,,,Martin Braithwaite Christensen,Regular Play,Ball Receipt*,,
3369,04:03.7,94,3,Croatia,Domagoj Vida,Regular Play,Ball Recovery,172,,,,Domagoj Vida,Regular Play,Ball Recovery,,
3370,04:03.7,94,3,Croatia,Domagoj Vida,Regular Play,Carry,172,,,,Domagoj Vida,Regular Play,Carry,,
3371,04:05.7,94,5,Croatia,Domagoj Vida,Regular Play,Pass,172,,,,Domagoj Vida,Regular Play,Pass,,
3372,04:07.7,94,7,Denmark,Henrik Dalsgaard,Regular Play,Pass,172,,,,Henrik Dalsgaard,Regular Play,Pass,,
3373,04:11.5,94,11,Denmark,Christian Dannemann Eriksen,Regular Play,Ball Receipt*,172,,,,Christian Dannemann Eriksen,Regular Play,Ball Receipt*,,
3374,04:11.5,94,11,Denmark,Christian Dannemann Eriksen,Regular Play,Carry,172,,,,Christian Dannemann Eriksen,Regular Play,Carry,,
3375,04:11.6,94,11,Denmark,Christian Dannemann Eriksen,Regular Play,Pass,172,,,,Christian Dannemann Eriksen,Regular Play,Pass,,
3376,04:13.9,94,13,Denmark,Martin Braithwaite Christensen,Regular Play,Ball Receipt*,172,,,,Martin Braithwaite Christensen,Regular Play,Ball Receipt*,,
3377,04:13.9,94,13,Denmark,Martin Braithwaite Christensen,Regular Play,Carry,172,,,,Martin Braithwaite Christensen,Regular Play,Carry,,
3378,04:15.3,94,15,Denmark,Martin Braithwaite Christensen,Regular Play,Pass,172,,,,Martin Braithwaite Christensen,Regular Play,Pass,,
3379,04:16.2,94,16,Denmark,Nicolai Jørgensen,Regular Play,Ball Receipt*,172,,,,Nicolai Jørgensen,Regular Play,Ball Receipt*,,
3380,04:16.2,94,16,Croatia,Dejan Lovren,Regular Play,Clearance,172,,,,Dejan Lovren,Regular Play,Clearance,,
3381,04:18.3,94,18,Denmark,Jonas Knudsen,Regular Play,Ball Recovery,172,,,,Jonas Knudsen,Regular Play,Ball Recovery,,
3382,04:18.3,94,18,Denmark,Jonas Knudsen,Regular Play,Carry,172,,,,Jonas Knudsen,Regular Play,Carry,,
3383,04:18.5,94,18,Croatia,Ante Rebić,Regular Play,Pressure,172,,,,Ante Rebić,Regular Play,Pressure,,
3384,04:20.6,94,20,Denmark,Jonas Knudsen,Regular Play,Dispossessed,172,,,,Jonas Knudsen,Regular Play,Dispossessed,,
3385,04:20.6,94,20,Croatia,Ante Rebić,Regular Play,Duel,172,,,,Ante Rebić,Regular Play,Duel,,
3386,04:20.9,94,20,Croatia,Šime Vrsaljko,Regular Play,Ball Recovery,172,,,,Šime Vrsaljko,Regular Play,Ball Recovery,,
3387,04:22.0,94,21,Croatia,Ante Rebić,Regular Play,Pressure,172,,,,Ante Rebić,Regular Play,Pressure,,
3388,04:22.4,94,22,Denmark,Jonas Knudsen,Regular Play,Ball Recovery,172,,,,Jonas Knudsen,Regular Play,Ball Recovery,,
3389,04:22.4,94,22,Denmark,Jonas Knudsen,Regular Play,Carry,172,,,,Jonas Knudsen,Regular Play,Carry,,
3390,04:25.2,94,25,Croatia,Ante Rebić,Regular Play,Dribbled Past,172,,,,Ante Rebić,Regular Play,Dribbled Past,,
3391,04:25.2,94,25,Denmark,Jonas Knudsen,Regular Play,Dribble,172,,,,Jonas Knudsen,Regular Play,Dribble,,
3392,04:25.2,94,25,Denmark,Jonas Knudsen,Regular Play,Carry,172,,,,Jonas Knudsen,Regular Play,Carry,,
3393,04:25.4,94,25,Denmark,Jonas Knudsen,Regular Play,Pass,172,,,,Jonas Knudsen,Regular Play,Pass,,
3394,04:26.0,94,25,Croatia,Dejan Lovren,Regular Play,Block,172,,,,Dejan Lovren,Regular Play,Block,,
3395,05:07.9,95,7,Denmark,Christian Dannemann Eriksen,From Corner,Pass,173,,,,Christian Dannemann Eriksen,From Corner,Pass,,
3396,05:09.2,95,9,Croatia,Dejan Lovren,From Corner,Clearance,173,,,,Dejan Lovren,From Corner,Clearance,,
3397,05:41.1,95,41,Denmark,Jonas Knudsen,From Throw In,Pass,174,,,,Jonas Knudsen,From Throw In,Pass,,
3398,05:42.7,95,42,Denmark,Yussuf Yurary Poulsen,From Throw In,Duel,174,,,,Yussuf Yurary Poulsen,From Throw In,Duel,,
3399,05:42.7,95,42,Croatia,Ante Rebić,From Throw In,Clearance,174,,,,Ante Rebić,From Throw In,Clearance,,
3400,05:46.0,95,45,Denmark,Nicolai Jørgensen,From Throw In,Pass,174,,,,Nicolai Jørgensen,From Throw In,Pass,,
3401,05:46.9,95,46,Croatia,Mateo Kovačić,From Throw In,Pressure,174,,,,Mateo Kovačić,From Throw In,Pressure,,
3402,05:46.9,95,46,Denmark,Christian Dannemann Eriksen,From Throw In,Ball Receipt*,174,,,,Christian Dannemann Eriksen,From Throw In,Ball Receipt*,,
3403,05:46.9,95,46,Denmark,Christian Dannemann Eriksen,From Throw In,Carry,174,,,,Christian Dannemann Eriksen,From Throw In,Carry,,
3404,05:47.0,95,47,Denmark,Christian Dannemann Eriksen,From Throw In,Pass,174,,,,Christian Dannemann Eriksen,From Throw In,Pass,,
3405,06:22.1,96,22,Croatia,Ivan Perišić,From Throw In,Substitution,174,,,,Ivan Perišić,From Throw In,Substitution,,
3406,06:38.7,96,38,Croatia,Šime Vrsaljko,From Throw In,Pass,175,,,,Šime Vrsaljko,From Throw In,Pass,,
3407,06:42.1,96,42,Croatia,Mateo Kovačić,From Throw In,Pressure,175,,,,Mateo Kovačić,From Throw In,Pressure,,
3408,06:42.9,96,42,Denmark,Lasse Schöne,From Throw In,Pass,175,,,,Lasse Schöne,From Throw In,Pass,,
3409,06:46.3,96,46,Croatia,Ante Rebić,From Throw In,Pass,175,,,,Ante Rebić,From Throw In,Pass,,
3410,06:47.4,96,47,Denmark,Thomas Delaney,From Throw In,Pressure,175,,,,Thomas Delaney,From Throw In,Pressure,,
3411,06:47.8,96,47,Croatia,Mario Mandžukić,From Throw In,Ball Receipt*,175,,,,Mario Mandžukić,From Throw In,Ball Receipt*,,
3412,06:47.8,96,47,Croatia,Mario Mandžukić,From Throw In,Pass,175,,,,Mario Mandžukić,From Throw In,Pass,,
3413,06:49.1,96,49,Denmark,Lasse Schöne,Regular Play,Ball Recovery,176,,,,Lasse Schöne,Regular Play,Ball Recovery,,
3414,06:49.1,96,49,Denmark,Lasse Schöne,Regular Play,Carry,176,,,,Lasse Schöne,Regular Play,Carry,,
3415,06:49.1,96,49,Croatia,Mateo Kovačić,Regular Play,Pressure,176,,,,Mateo Kovačić,Regular Play,Pressure,,
3416,06:50.0,96,50,Denmark,Lasse Schöne,Regular Play,Pass,176,,,,Lasse Schöne,Regular Play,Pass,,
3417,06:51.3,96,51,Denmark,Mathias Jattah-Njie Jørgensen,Regular Play,Ball Receipt*,176,,,,Mathias Jattah-Njie Jørgensen,Regular Play,Ball Receipt*,,
3418,06:51.3,96,51,Denmark,Mathias Jattah-Njie Jørgensen,Regular Play,Carry,176,,,,Mathias Jattah-Njie Jørgensen,Regular Play,Carry,,
3419,06:52.2,96,52,Denmark,Mathias Jattah-Njie Jørgensen,Regular Play,Pass,176,,,,Mathias Jattah-Njie Jørgensen,Regular Play,Pass,,
3420,06:53.8,96,53,Denmark,Simon Thorup Kjær,Regular Play,Ball Receipt*,176,,,,Simon Thorup Kjær,Regular Play,Ball Receipt*,,
3421,06:53.8,96,53,Denmark,Simon Thorup Kjær,Regular Play,Carry,176,,,,Simon Thorup Kjær,Regular Play,Carry,,
3422,06:59.3,96,59,Denmark,Simon Thorup Kjær,Regular Play,Pass,176,,,,Simon Thorup Kjær,Regular Play,Pass,,
3423,07:00.9,97,0,Denmark,Mathias Jattah-Njie Jørgensen,Regular Play,Ball Receipt*,176,,,,Mathias Jattah-Njie Jørgensen,Regular Play,Ball Receipt*,,
3424,07:00.9,97,0,Denmark,Mathias Jattah-Njie Jørgensen,Regular Play,Carry,176,,,,Mathias Jattah-Njie Jørgensen,Regular Play,Carry,,
3425,07:04.2,97,4,Denmark,Mathias Jattah-Njie Jørgensen,Regular Play,Pass,176,,,,Mathias Jattah-Njie Jørgensen,Regular Play,Pass,,
3426,07:06.2,97,6,Denmark,Simon Thorup Kjær,Regular Play,Ball Receipt*,176,,,,Simon Thorup Kjær,Regular Play,Ball Receipt*,,
3427,07:06.2,97,6,Denmark,Simon Thorup Kjær,Regular Play,Carry,176,,,,Simon Thorup Kjær,Regular Play,Carry,,
3428,07:07.8,97,7,Croatia,Andrej Kramarić,Regular Play,Pressure,176,,,,Andrej Kramarić,Regular Play,Pressure,,
3429,07:08.8,97,8,Denmark,Simon Thorup Kjær,Regular Play,Pass,176,,,,Simon Thorup Kjær,Regular Play,Pass,,
3430,07:11.6,97,11,Denmark,Yussuf Yurary Poulsen,Regular Play,Ball Receipt*,176,,,,Yussuf Yurary Poulsen,Regular Play,Ball Receipt*,,
3431,07:11.6,97,11,Denmark,Yussuf Yurary Poulsen,Regular Play,Carry,176,,,,Yussuf Yurary Poulsen,Regular Play,Carry,,
3432,07:11.9,97,11,Denmark,Yussuf Yurary Poulsen,Regular Play,Pass,176,,,,Yussuf Yurary Poulsen,Regular Play,Pass,,
3433,07:12.5,97,12,Denmark,Henrik Dalsgaard,Regular Play,Pressure,176,,,,Henrik Dalsgaard,Regular Play,Pressure,,
3434,07:13.2,97,13,Denmark,Henrik Dalsgaard,Regular Play,Ball Receipt*,176,,,,Henrik Dalsgaard,Regular Play,Ball Receipt*,,
3435,07:13.2,97,13,Croatia,Andrej Kramarić,Regular Play,Pass,177,,,,Andrej Kramarić,Regular Play,Pass,,
3436,07:13.9,97,13,Denmark,Yussuf Yurary Poulsen,Regular Play,Pressure,177,,,,Yussuf Yurary Poulsen,Regular Play,Pressure,,
3437,07:13.9,97,13,Croatia,Josip Pivarić,Regular Play,Ball Receipt*,177,,,,Josip Pivarić,Regular Play,Ball Receipt*,,
3438,07:13.9,97,13,Croatia,Josip Pivarić,Regular Play,Pass,177,,,,Josip Pivarić,Regular Play,Pass,,
3439,07:14.6,97,14,Denmark,Lasse Schöne,Regular Play,Pressure,177,,,,Lasse Schöne,Regular Play,Pressure,,
3440,07:14.7,97,14,Croatia,Mateo Kovačić,Regular Play,Ball Receipt*,177,,,,Mateo Kovačić,Regular Play,Ball Receipt*,,
3441,07:14.7,97,14,Croatia,Mateo Kovačić,Regular Play,Carry,177,,,,Mateo Kovačić,Regular Play,Carry,,
3442,07:15.7,97,15,Croatia,Mateo Kovačić,Regular Play,Pass,177,,,,Mateo Kovačić,Regular Play,Pass,,
3443,07:16.5,97,16,Croatia,Ivan Rakitić,Regular Play,Ball Receipt*,177,,,,Ivan Rakitić,Regular Play,Ball Receipt*,,
3444,07:16.5,97,16,Croatia,Ivan Rakitić,Regular Play,Pass,177,,,,Ivan Rakitić,Regular Play,Pass,,
3445,07:19.3,97,19,Denmark,Simon Thorup Kjær,Regular Play,Pass,178,,,,Simon Thorup Kjær,Regular Play,Pass,,
3446,07:22.5,97,22,Denmark,Christian Dannemann Eriksen,Regular Play,Ball Receipt*,178,,,,Christian Dannemann Eriksen,Regular Play,Ball Receipt*,,
3447,07:22.6,97,22,Denmark,Christian Dannemann Eriksen,Regular Play,Pass,178,,,,Christian Dannemann Eriksen,Regular Play,Pass,,
3448,07:24.7,97,24,Denmark,Nicolai Jørgensen,Regular Play,Ball Receipt*,178,,,,Nicolai Jørgensen,Regular Play,Ball Receipt*,,
3449,07:24.7,97,24,Croatia,Domagoj Vida,Regular Play,Clearance,178,,,,Domagoj Vida,Regular Play,Clearance,,
3450,07:40.6,97,40,Denmark,Thomas Delaney,Regular Play,Substitution,178,,,,Thomas Delaney,Regular Play,Substitution,,
3451,08:09.8,98,9,Denmark,Henrik Dalsgaard,From Throw In,Pass,179,,,,Henrik Dalsgaard,From Throw In,Pass,,
3452,08:11.7,98,11,Denmark,Simon Thorup Kjær,From Throw In,Ball Receipt*,179,,,,Simon Thorup Kjær,From Throw In,Ball Receipt*,,
3453,08:11.7,98,11,Denmark,Simon Thorup Kjær,From Throw In,Carry,179,,,,Simon Thorup Kjær,From Throw In,Carry,,
3454,08:13.1,98,13,Denmark,Simon Thorup Kjær,From Throw In,Pass,179,,,,Simon Thorup Kjær,From Throw In,Pass,,
3455,08:15.3,98,15,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Ball Receipt*,179,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Ball Receipt*,,
3456,08:15.3,98,15,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Carry,179,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Carry,,
3457,08:16.7,98,16,Denmark,Mathias Jattah-Njie Jørgensen,From Throw In,Pass,179,,,,Mathias Jattah-Njie Jørgensen,From Throw In,Pass,,
3458,08:17.8,98,17,Denmark,Christian Dannemann Eriksen,From Throw In,Ball Receipt*,179,,,,Christian Dannemann Eriksen,From Throw In,Ball Receipt*,,
3459,08:17.8,98,17,Denmark,Christian Dannemann Eriksen,From Throw In,Carry,179,,,,Christian Dannemann Eriksen,From Throw In,Carry,,
3460,08:17.9,98,17,Denmark,Christian Dannemann Eriksen,From Throw In,Pass,179,,,,Christian Dannemann Eriksen,From Throw In,Pass,,
3461,08:19.6,98,19,Denmark,Simon Thorup Kjær,From Throw In,Ball Receipt*,179,,,,Simon Thorup Kjær,From Throw In,Ball Receipt*,,
3462,08:19.6,98,19,Denmark,Simon Thorup Kjær,From Throw In,Carry,179,,,,Simon Thorup Kjær,From Throw In,Carry,,
3463,08:21.4,98,21,Denmark,Simon Thorup Kjær,From Throw In,Pass,179,,,,Simon Thorup Kjær,From Throw In,Pass,,
3464,08:23.7,98,23,Denmark,Nicolai Jørgensen,From Throw In,Ball Receipt*,179,,,,Nicolai Jørgensen,From Throw In,Ball Receipt*,,
3465,08:23.8,98,23,Denmark,Nicolai Jørgensen,From Throw In,Pass,179,,,,Nicolai Jørgensen,From Throw In,Pass,,
3466,08:24.4,98,24,Croatia,Mateo Kovačić,From Throw In,Pressure,179,,,,Mateo Kovačić,From Throw In,Pressure,,
3467,08:25.1,98,25,Denmark,Lasse Schöne,From Throw In,Ball Receipt*,179,,,,Lasse Schöne,From Throw In,Ball Receipt*,,
3468,08:25.1,98,25,Denmark,Lasse Schöne,From Throw In,Carry,179,,,,Lasse Schöne,From Throw In,Carry,,
3469,08:25.6,98,25,Croatia,Mateo Kovačić,From Throw In,Dribbled Past,179,,,,Mateo Kovačić,From Throw In,Dribbled Past,,
3470,08:25.6,98,25,Denmark,Lasse Schöne,From Throw In,Dribble,179,,,,Lasse Schöne,From Throw In,Dribble,,
3471,08:25.6,98,25,Denmark,Lasse Schöne,From Throw In,Carry,179,,,,Lasse Schöne,From Throw In,Carry,,
3472,08:26.3,98,26,Denmark,Lasse Schöne,From Throw In,Shot,179,Open Play,,,Lasse Schöne,From Throw In,Shot,,
3473,08:27.5,98,27,Croatia,Danijel Subašić,From Throw In,Goal Keeper,179,,,,Danijel Subašić,From Throw In,Goal Keeper,,
3474,08:53.1,98,53,Croatia,Danijel Subašić,From Goal Kick,Pass,180,,,,Danijel Subašić,From Goal Kick,Pass,,
3475,08:58.5,98,58,Croatia,Andrej Kramarić,From Goal Kick,Ball Receipt*,180,,,,Andrej Kramarić,From Goal Kick,Ball Receipt*,,
3476,08:58.5,98,58,Croatia,Andrej Kramarić,From Goal Kick,Carry,180,,,,Andrej Kramarić,From Goal Kick,Carry,,
3477,09:02.1,99,2,Denmark,Yussuf Yurary Poulsen,From Goal Kick,Pressure,180,,,,Yussuf Yurary Poulsen,From Goal Kick,Pressure,,
3478,09:02.7,99,2,Croatia,Andrej Kramarić,From Goal Kick,Pass,180,,,,Andrej Kramarić,From Goal Kick,Pass,,
3479,09:03.7,99,3,Croatia,Mateo Kovačić,From Goal Kick,Ball Receipt*,180,,,,Mateo Kovačić,From Goal Kick,Ball Receipt*,,
3480,09:03.7,99,3,Croatia,Mateo Kovačić,From Goal Kick,Carry,180,,,,Mateo Kovačić,From Goal Kick,Carry,,
3481,09:05.7,99,5,Croatia,Mateo Kovačić,From Goal Kick,Pass,180,,,,Mateo Kovačić,From Goal Kick,Pass,,
3482,09:06.9,99,6,Croatia,Andrej Kramarić,From Goal Kick,Ball Receipt*,180,,,,Andrej Kramarić,From Goal Kick,Ball Receipt*,,
3483,09:06.9,99,6,Croatia,Andrej Kramarić,From Goal Kick,Pass,180,,,,Andrej Kramarić,From Goal Kick,Pass,,
3484,09:07.5,99,7,Denmark,Christian Dannemann Eriksen,From Goal Kick,Pressure,180,,,,Christian Dannemann Eriksen,From Goal Kick,Pressure,,
3485,09:09.1,99,9,Croatia,Mateo Kovačić,From Goal Kick,Ball Receipt*,180,,,,Mateo Kovačić,From Goal Kick,Ball Receipt*,,
3486,09:09.1,99,9,Croatia,Mateo Kovačić,From Goal Kick,Carry,180,,,,Mateo Kovačić,From Goal Kick,Carry,,
3487,09:09.1,99,9,Croatia,Mateo Kovačić,From Goal Kick,Pass,180,,,,Mateo Kovačić,From Goal Kick,Pass,,
3488,09:10.5,99,10,Croatia,Ivan Rakitić,From Goal Kick,Ball Receipt*,180,,,,Ivan Rakitić,From Goal Kick,Ball Receipt*,,
3489,09:10.5,99,10,Croatia,Ivan Rakitić,From Goal Kick,Carry,180,,,,Ivan Rakitić,From Goal Kick,Carry,,
3490,09:11.5,99,11,Denmark,Christian Dannemann Eriksen,From Goal Kick,Pressure,180,,,,Christian Dannemann Eriksen,From Goal Kick,Pressure,,
3491,09:12.4,99,12,Croatia,Ivan Rakitić,From Goal Kick,Pass,180,,,,Ivan Rakitić,From Goal Kick,Pass,,
3492,09:13.3,99,13,Croatia,Luka Modrić,From Goal Kick,Ball Receipt*,180,,,,Luka Modrić,From Goal Kick,Ball Receipt*,,
3493,09:13.3,99,13,Croatia,Luka Modrić,From Goal Kick,Carry,180,,,,Luka Modrić,From Goal Kick,Carry,,
3494,09:16.2,99,16,Denmark,Nicolai Jørgensen,From Goal Kick,Pressure,180,,,,Nicolai Jørgensen,From Goal Kick,Pressure,,
3495,09:17.0,99,17,Croatia,Luka Modrić,From Goal Kick,Pass,180,,,,Luka Modrić,From Goal Kick,Pass,,
3496,09:18.3,99,18,Croatia,Ivan Rakitić,From Goal Kick,Ball Receipt*,180,,,,Ivan Rakitić,From Goal Kick,Ball Receipt*,,
3497,09:18.3,99,18,Croatia,Ivan Rakitić,From Goal Kick,Carry,180,,,,Ivan Rakitić,From Goal Kick,Carry,,
3498,09:18.9,99,18,Croatia,Ivan Rakitić,From Goal Kick,Pass,180,,,,Ivan Rakitić,From Goal Kick,Pass,,
3499,09:20.0,99,20,Croatia,Mateo Kovačić,From Goal Kick,Ball Receipt*,180,,,,Mateo Kovačić,From Goal Kick,Ball Receipt*,,
3500,09:20.0,99,20,Croatia,Mateo Kovačić,From Goal Kick,Carry,180,,,,Mateo Kovačić,From Goal Kick,Carry,,
3501,09:23.2,99,23,Croatia,Mateo Kovačić,From Goal Kick,Pass,180,,,,Mateo Kovačić,From Goal Kick,Pass,,
3502,09:24.0,99,24,Croatia,Luka Modrić,From Goal Kick,Ball Receipt*,180,,,,Luka Modrić,From Goal Kick,Ball Receipt*,,
3503,09:24.0,99,24,Croatia,Luka Modrić,From Goal Kick,Carry,180,,,,Luka Modrić,From Goal Kick,Carry,,
3504,09:24.1,99,24,Croatia,Luka Modrić,From Goal Kick,Pass,180,,,,Luka Modrić,From Goal Kick,Pass,,
3505,09:25.6,99,25,Croatia,Josip Pivarić,From Goal Kick,Ball Receipt*,180,,,,Josip Pivarić,From Goal Kick,Ball Receipt*,,
3506,09:41.7,99,41,Denmark,Henrik Dalsgaard,From Throw In,Pass,181,,,,Henrik Dalsgaard,From Throw In,Pass,,
3507,09:41.8,99,41,Denmark,Nicolai Jørgensen,From Throw In,Ball Receipt*,181,,,,Nicolai Jørgensen,From Throw In,Ball Receipt*,,
3508,09:41.8,99,41,Denmark,Nicolai Jørgensen,From Throw In,Pass,181,,,,Nicolai Jørgensen,From Throw In,Pass,,
3509,09:42.2,99,42,Denmark,Christian Dannemann Eriksen,From Throw In,Ball Receipt*,181,,,,Christian Dannemann Eriksen,From Throw In,Ball Receipt*,,
3510,09:42.2,99,42,Denmark,Christian Dannemann Eriksen,From Throw In,Carry,181,,,,Christian Dannemann Eriksen,From Throw In,Carry,,
3511,09:42.2,99,42,Croatia,Ivan Rakitić,From Throw In,Block,181,,,,Ivan Rakitić,From Throw In,Block,,
3512,09:43.1,99,43,Croatia,Luka Modrić,From Throw In,Pressure,181,,,,Luka Modrić,From Throw In,Pressure,,
3513,09:43.9,99,43,Denmark,Christian Dannemann Eriksen,From Throw In,Pass,181,,,,Christian Dannemann Eriksen,From Throw In,Pass,,
3514,09:44.8,99,44,Croatia,Andrej Kramarić,From Throw In,Pressure,181,,,,Andrej Kramarić,From Throw In,Pressure,,
3515,09:44.8,99,44,Denmark,Yussuf Yurary Poulsen,From Throw In,Ball Receipt*,181,,,,Yussuf Yurary Poulsen,From Throw In,Ball Receipt*,,
3516,09:44.8,99,44,Denmark,Yussuf Yurary Poulsen,From Throw In,Carry,181,,,,Yussuf Yurary Poulsen,From Throw In,Carry,,
3517,09:44.9,99,44,Denmark,Yussuf Yurary Poulsen,From Throw In,Pass,181,,,,Yussuf Yurary Poulsen,From Throw In,Pass,,
3518,09:47.1,99,47,Denmark,Henrik Dalsgaard,From Throw In,Ball Receipt*,181,,,,Henrik Dalsgaard,From Throw In,Ball Receipt*,,
3519,09:47.1,99,47,Denmark,Henrik Dalsgaard,From Throw In,Carry,181,,,,Henrik Dalsgaard,From Throw In,Carry,,
3520,09:47.6,99,47,Croatia,Andrej Kramarić,From Throw In,Pressure,181,,,,Andrej Kramarić,From Throw In,Pressure,,
3521,09:48.1,99,48,Denmark,Henrik Dalsgaard,From Throw In,Pass,181,,,,Henrik Dalsgaard,From Throw In,Pass,,
3522,09:49.8,99,49,Croatia,Mario Mandžukić,From Throw In,Pressure,181,,,,Mario Mandžukić,From Throw In,Pressure,,
3523,09:49.8,99,49,Denmark,Simon Thorup Kjær,From Throw In,Ball Receipt*,181,,,,Simon Thorup Kjær,From Throw In,Ball Receipt*,,
3524,09:49.8,99,49,Denmark,Simon Thorup Kjær,From Throw In,Carry,181,,,,Simon Thorup Kjær,From Throw In,Carry,,
3525,09:50.8,99,50,Denmark,Simon Thorup Kjær,From Throw In,Pass,181,,,,Simon Thorup Kjær,From Throw In,Pass,,
3526,09:53.2,99,53,Croatia,Josip Pivarić,Regular Play,Pass,182,,,,Josip Pivarić,Regular Play,Pass,,
3527,09:54.3,99,54,Denmark,Lasse Schöne,Regular Play,Pressure,182,,,,Lasse Schöne,Regular Play,Pressure,,
3528,09:54.4,99,54,Croatia,Mateo Kovačić,Regular Play,Ball Receipt*,182,,,,Mateo Kovačić,Regular Play,Ball Receipt*,,
3529,09:54.4,99,54,Croatia,Mateo Kovačić,Regular Play,Carry,182,,,,Mateo Kovačić,Regular Play,Carry,,
3530,09:55.9,99,55,Denmark,Lasse Schöne,Regular Play,Foul Committed,182,,,,Lasse Schöne,Regular Play,Foul Committed,,
3531,09:55.9,99,55,Croatia,Mateo Kovačić,Regular Play,Foul Won,182,,,,Mateo Kovačić,Regular Play,Foul Won,,
3532,10:03.4,100,3,Croatia,Luka Modrić,From Free Kick,Pass,183,,,,Luka Modrić,From Free Kick,Pass,,
3533,10:04.3,100,4,Croatia,Andrej Kramarić,From Free Kick,Ball Receipt*,183,,,,Andrej Kramarić,From Free Kick,Ball Receipt*,,
3534,10:04.3,100,4,Croatia,Andrej Kramarić,From Free Kick,Carry,183,,,,Andrej Kramarić,From Free Kick,Carry,,
3535,10:04.4,100,4,Denmark,Mathias Jattah-Njie Jørgensen,From Free Kick,Pressure,183,,,,Mathias Jattah-Njie Jørgensen,From Free Kick,Pressure,,
3536,10:06.1,100,6,Croatia,Andrej Kramarić,From Free Kick,Pass,183,,,,Andrej Kramarić,From Free Kick,Pass,,
3537,10:07.9,100,7,Croatia,Josip Pivarić,From Free Kick,Ball Receipt*,183,,,,Josip Pivarić,From Free Kick,Ball Receipt*,,
3538,10:07.9,100,7,Croatia,Josip Pivarić,From Free Kick,Carry,183,,,,Josip Pivarić,From Free Kick,Carry,,
3539,10:08.7,100,8,Croatia,Josip Pivarić,From Free Kick,Pass,183,,,,Josip Pivarić,From Free Kick,Pass,,
3540,10:08.9,100,8,Denmark,Henrik Dalsgaard,From Free Kick,Block,183,,,,Henrik Dalsgaard,From Free Kick,Block,,
3541,10:24.6,100,24,Croatia,Josip Pivarić,From Throw In,Pass,184,,,,Josip Pivarić,From Throw In,Pass,,
3542,10:25.5,100,25,Croatia,Andrej Kramarić,From Throw In,Ball Receipt*,184,,,,Andrej Kramarić,From Throw In,Ball Receipt*,,
3543,10:25.5,100,25,Croatia,Andrej Kramarić,From Throw In,Carry,184,,,,Andrej Kramarić,From Throw In,Carry,,
3544,10:25.5,100,25,Croatia,Andrej Kramarić,From Throw In,Pass,184,,,,Andrej Kramarić,From Throw In,Pass,,
3545,10:25.8,100,25,Denmark,Yussuf Yurary Poulsen,From Throw In,Pressure,184,,,,Yussuf Yurary Poulsen,From Throw In,Pressure,,
3546,10:27.1,100,27,Croatia,Josip Pivarić,From Throw In,Ball Receipt*,184,,,,Josip Pivarić,From Throw In,Ball Receipt*,,
3547,10:27.1,100,27,Croatia,Josip Pivarić,From Throw In,Carry,184,,,,Josip Pivarić,From Throw In,Carry,,
3548,10:27.5,100,27,Croatia,Josip Pivarić,From Throw In,Pass,184,,,,Josip Pivarić,From Throw In,Pass,,
3549,10:28.3,100,28,Croatia,Mateo Kovačić,From Throw In,Ball Receipt*,184,,,,Mateo Kovačić,From Throw In,Ball Receipt*,,
3550,10:28.3,100,28,Croatia,Mateo Kovačić,From Throw In,Carry,184,,,,Mateo Kovačić,From Throw In,Carry,,
3551,10:29.5,100,29,Croatia,Mateo Kovačić,From Throw In,Pass,184,,,,Mateo Kovačić,From Throw In,Pass,,
3552,10:29.8,100,29,Denmark,Lasse Schöne,From Throw In,Pressure,184,,,,Lasse Schöne,From Throw In,Pressure,,
3553,10:30.3,100,30,Croatia,Andrej Kramarić,From Throw In,Ball Receipt*,184,,,,Andrej Kramarić,From Throw In,Ball Receipt*,,
3554,10:30.3,100,30,Croatia,Andrej Kramarić,From Throw In,Pass,184,,,,Andrej Kramarić,From Throw In,Pass,,
3555,10:31.5,100,31,Croatia,Ivan Rakitić,From Throw In,Ball Receipt*,184,,,,Ivan Rakitić,From Throw In,Ball Receipt*,,
3556,10:31.5,100,31,Croatia,Ivan Rakitić,From Throw In,Carry,184,,,,Ivan Rakitić,From Throw In,Carry,,
3557,10:35.2,100,35,Denmark,Christian Dannemann Eriksen,From Throw In,Pressure,184,,,,Christian Dannemann Eriksen,From Throw In,Pressure,,
3558,10:36.0,100,36,Croatia,Ivan Rakitić,From Throw In,Pass,184,,,,Ivan Rakitić,From Throw In,Pass,,
3559,10:37.5,100,37,Croatia,Domagoj Vida,From Throw In,Ball Receipt*,184,,,,Domagoj Vida,From Throw In,Ball Receipt*,,
3560,10:37.5,100,37,Croatia,Domagoj Vida,From Throw In,Carry,184,,,,Domagoj Vida,From Throw In,Carry,,
3561,10:39.0,100,38,Croatia,Domagoj Vida,From Throw In,Pass,184,,,,Domagoj Vida,From Throw In,Pass,,
