index,timestamp,minute,second,team,player,play_pattern,type,possession,shot_type
1,00:00:00.000,0,0,Croatia,,Regular Play,Starting XI,1,
2,00:00:00.000,0,0,Nigeria,,Regular Play,Starting XI,1,
3,00:00:00.000,0,0,Nigeria,,Regular Play,Half Start,1,
4,00:00:00.000,0,0,Croatia,,Regular Play,Half Start,1,
5,00:00:00.587,0,0,Nigeria,John Michael Nchekwube Obinna,From Kick Off,Pass,2,
6,00:00:02.080,0,2,Croatia,Mario Mandžukić,From Kick Off,Pressure,2,
7,00:00:02.520,0,2,Nigeria,William Troost-Ekong,From Kick Off,Ball Receipt*,2,
8,00:00:02.520,0,2,Nigeria,William Troost-Ekong,From Kick Off,Carry,2,
9,00:00:03.347,0,3,Nigeria,William Troost-Ekong,From Kick Off,Pass,2,
10,00:00:06.467,0,6,Nigeria,Odion Jude Ighalo,From Kick Off,Ball Receipt*,2,
11,00:00:06.707,0,6,Croatia,Dejan Lovren,From Kick Off,Foul Committed,2,
12,00:00:06.707,0,6,Nigeria,Odion Jude Ighalo,From Kick Off,Foul Won,2,
13,00:00:43.507,0,43,Nigeria,Victor Moses,From Free Kick,Pass,3,
14,00:00:45.080,0,45,Nigeria,Odion Jude Ighalo,From Free Kick,Ball Receipt*,3,
15,00:00:45.080,0,45,Croatia,Ante Rebić,From Free Kick,Clearance,3,
16,00:00:46.920,0,46,Croatia,Luka Modrić,Regular Play,Ball Recovery,4,
17,00:00:46.920,0,46,Croatia,Luka Modrić,Regular Play,Carry,4,
18,00:00:48.920,0,48,Croatia,Luka Modrić,Regular Play,Pass,4,
19,00:00:50.640,0,50,Croatia,Ivan Strinić,Regular Play,Ball Receipt*,4,
20,00:00:50.640,0,50,Croatia,Ivan Strinić,Regular Play,Carry,4,
21,00:00:52.960,0,52,Croatia,Ivan Strinić,Regular Play,Pass,4,
22,00:00:55.547,0,55,Croatia,Ante Rebić,Regular Play,Ball Receipt*,4,
23,00:00:55.547,0,55,Nigeria,Brian Oladapo Idowu,Regular Play,Pass,4,
24,00:00:58.760,0,58,Nigeria,Onyinye Wilfred Ndidi,Regular Play,Ball Receipt*,4,
25,00:00:58.760,0,58,Croatia,Ante Rebić,Regular Play,Pass,4,
26,00:00:59.559,0,59,Croatia,Luka Modrić,Regular Play,Ball Receipt*,4,
27,00:00:59.559,0,59,Croatia,Luka Modrić,Regular Play,Carry,4,
28,00:00:59.680,0,59,Croatia,Luka Modrić,Regular Play,Pass,4,
29,00:01:00.359,1,0,Croatia,Ivan Rakitić,Regular Play,Ball Receipt*,4,
30,00:01:00.359,1,0,Croatia,Ivan Rakitić,Regular Play,Carry,4,
31,00:01:00.440,1,0,Croatia,Ivan Rakitić,Regular Play,Pass,4,
32,00:01:01.147,1,1,Nigeria,John Michael Nchekwube Obinna,Regular Play,Pressure,4,
33,00:01:02.039,1,2,Croatia,Ivan Strinić,Regular Play,Ball Receipt*,4,
34,00:01:02.039,1,2,Croatia,Ivan Strinić,Regular Play,Carry,4,
35,00:01:03.240,1,3,Croatia,Ivan Strinić,Regular Play,Pass,4,
36,00:01:03.760,1,3,Croatia,Ivan Rakitić,Regular Play,Ball Receipt*,4,
37,00:01:03.760,1,3,Croatia,Ivan Rakitić,Regular Play,Carry,4,
38,00:01:04.960,1,4,Croatia,Ivan Rakitić,Regular Play,Pass,4,
39,00:01:06.520,1,6,Croatia,Dejan Lovren,Regular Play,Ball Receipt*,4,
40,00:01:06.520,1,6,Croatia,Dejan Lovren,Regular Play,Carry,4,
41,00:01:09.520,1,9,Croatia,Dejan Lovren,Regular Play,Pass,4,
42,00:01:10.760,1,10,Croatia,Domagoj Vida,Regular Play,Ball Receipt*,4,
43,00:01:10.760,1,10,Croatia,Domagoj Vida,Regular Play,Carry,4,
44,00:01:11.960,1,11,Croatia,Domagoj Vida,Regular Play,Pass,4,
45,00:01:12.840,1,12,Croatia,Ivan Rakitić,Regular Play,Ball Receipt*,4,
46,00:01:12.840,1,12,Croatia,Ivan Rakitić,Regular Play,Carry,4,
47,00:01:14.520,1,14,Croatia,Ivan Rakitić,Regular Play,Pass,4,
48,00:01:16.240,1,16,Croatia,Domagoj Vida,Regular Play,Ball Receipt*,4,
49,00:01:16.240,1,16,Croatia,Domagoj Vida,Regular Play,Carry,4,
50,00:01:17.480,1,17,Croatia,Domagoj Vida,Regular Play,Pass,4,
51,00:01:18.600,1,18,Croatia,Luka Modrić,Regular Play,Ball Receipt*,4,
52,00:01:18.600,1,18,Croatia,Luka Modrić,Regular Play,Carry,4,
53,00:01:21.240,1,21,Nigeria,Odion Jude Ighalo,Regular Play,Pressure,4,
54,00:01:22.640,1,22,Croatia,Luka Modrić,Regular Play,Pass,4,
55,00:01:23.120,1,23,Croatia,Šime Vrsaljko,Regular Play,Ball Receipt*,4,
56,00:01:23.120,1,23,Croatia,Šime Vrsaljko,Regular Play,Carry,4,
57,00:01:23.360,1,23,Croatia,Šime Vrsaljko,Regular Play,Pass,4,
58,00:01:24.440,1,24,Croatia,Dejan Lovren,Regular Play,Ball Receipt*,4,
59,00:01:24.440,1,24,Croatia,Dejan Lovren,Regular Play,Carry,4,
60,00:01:25.360,1,25,Croatia,Dejan Lovren,Regular Play,Pass,4,
61,00:01:26.760,1,26,Croatia,Domagoj Vida,Regular Play,Ball Receipt*,4,
62,00:01:26.760,1,26,Croatia,Domagoj Vida,Regular Play,Carry,4,
63,00:01:28.400,1,28,Croatia,Domagoj Vida,Regular Play,Pass,4,
64,00:01:29.240,1,29,Croatia,Andrej Kramarić,Regular Play,Ball Receipt*,4,
65,00:01:29.240,1,29,Croatia,Andrej Kramarić,Regular Play,Carry,4,
66,00:01:29.627,1,29,Croatia,Andrej Kramarić,Regular Play,Pass,4,
67,00:01:30.680,1,30,Croatia,Domagoj Vida,Regular Play,Ball Receipt*,4,
68,00:01:30.680,1,30,Croatia,Domagoj Vida,Regular Play,Carry,4,
69,00:01:34.320,1,34,Croatia,Domagoj Vida,Regular Play,Pass,4,
70,00:01:35.360,1,35,Croatia,Mario Mandžukić,Regular Play,Ball Receipt*,4,
