index,timestamp,minute,second,team,player,play_pattern,type,possession,shot_type
1,00:00:00.000,0,0,Uruguay,,Regular Play,Starting XI,1,
2,00:00:00.000,0,0,Saudi Arabia,,Regular Play,Starting XI,1,
3,00:00:00.000,0,0,Uruguay,,Regular Play,Half Start,1,
4,00:00:00.000,0,0,Saudi Arabia,,Regular Play,Half Start,1,
5,00:00:00.001,0,0,Saudi Arabia,Fahad Mosaed Al Muwallad Al Harbi,From Kick Off,Pass,2,
6,00:00:00.741,0,0,Uruguay,Luis Alberto Suárez Díaz,From Kick Off,Pressure,2,
7,00:00:00.994,0,0,Saudi Arabia,Abdullah Ibrahim Otayf,From Kick Off,Ball Receipt*,2,
8,00:00:00.994,0,0,Saudi Arabia,Abdullah Ibrahim Otayf,From Kick Off,Carry,2,
9,00:00:02.101,0,2,Saudi Arabia,Abdullah Ibrahim Otayf,From Kick Off,Pass,2,
10,00:00:05.021,0,5,Saudi Arabia,Yasir Gharsan Al Shahrani,From Kick Off,Ball Receipt*,2,
11,00:00:05.021,0,5,Saudi Arabia,Yasir Gharsan Al Shahrani,From Kick Off,Pass,2,
12,00:00:08.061,0,8,Saudi Arabia,Salem Mohammed Al Dawsari,From Kick Off,Ball Receipt*,2,
13,00:00:22.421,0,22,Uruguay,Néstor Fernando Muslera Micol,From Goal Kick,Pass,3,
14,00:00:24.861,0,24,Uruguay,José María Giménez de Vargas,From Goal Kick,Ball Receipt*,3,
15,00:00:24.861,0,24,Uruguay,José María Giménez de Vargas,From Goal Kick,Carry,3,
16,00:00:26.661,0,26,Uruguay,José María Giménez de Vargas,From Goal Kick,Pass,3,
17,00:00:28.301,0,28,Uruguay,Rodrigo Bentancur Colmán,From Goal Kick,Ball Receipt*,3,
18,00:00:28.301,0,28,Uruguay,Rodrigo Bentancur Colmán,From Goal Kick,Carry,3,
19,00:00:31.941,0,31,Uruguay,Rodrigo Bentancur Colmán,From Goal Kick,Pass,3,
20,00:00:33.181,0,33,Uruguay,José María Giménez de Vargas,From Goal Kick,Ball Receipt*,3,
21,00:00:33.181,0,33,Uruguay,José María Giménez de Vargas,From Goal Kick,Carry,3,
22,00:00:33.981,0,33,Uruguay,José María Giménez de Vargas,From Goal Kick,Pass,3,
23,00:00:35.794,0,35,Uruguay,Matías Vecino Falero,From Goal Kick,Ball Receipt*,3,
24,00:00:35.794,0,35,Uruguay,Matías Vecino Falero,From Goal Kick,Carry,3,
25,00:00:36.621,0,36,Uruguay,Matías Vecino Falero,From Goal Kick,Pass,3,
26,00:00:38.221,0,38,Uruguay,José Martín Cáceres Silva,From Goal Kick,Ball Receipt*,3,
27,00:00:38.221,0,38,Uruguay,José Martín Cáceres Silva,From Goal Kick,Carry,3,
28,00:00:40.034,0,40,Saudi Arabia,Hattan Babhir,From Goal Kick,Pressure,3,
29,00:00:41.181,0,41,Uruguay,José Martín Cáceres Silva,From Goal Kick,Pass,3,
30,00:00:42.874,0,42,Uruguay,Diego Roberto Godín Leal,From Goal Kick,Ball Receipt*,3,
31,00:00:42.874,0,42,Uruguay,Diego Roberto Godín Leal,From Goal Kick,Carry,3,
32,00:00:43.514,0,43,Saudi Arabia,Fahad Mosaed Al Muwallad Al Harbi,From Goal Kick,Pressure,3,
33,00:00:44.101,0,44,Uruguay,Diego Roberto Godín Leal,From Goal Kick,Pass,3,
34,00:00:46.141,0,46,Uruguay,Néstor Fernando Muslera Micol,From Goal Kick,Ball Receipt*,3,
35,00:00:46.141,0,46,Uruguay,Néstor Fernando Muslera Micol,From Goal Kick,Carry,3,
36,00:00:46.981,0,46,Uruguay,Néstor Fernando Muslera Micol,From Goal Kick,Pass,3,
37,00:00:48.581,0,48,Uruguay,José María Giménez de Vargas,From Goal Kick,Ball Receipt*,3,
38,00:00:48.581,0,48,Uruguay,José María Giménez de Vargas,From Goal Kick,Carry,3,
39,00:00:51.781,0,51,Uruguay,José María Giménez de Vargas,From Goal Kick,Pass,3,
40,00:00:53.114,0,53,Uruguay,Rodrigo Bentancur Colmán,From Goal Kick,Ball Receipt*,3,
41,00:00:53.114,0,53,Uruguay,Rodrigo Bentancur Colmán,From Goal Kick,Carry,3,
42,00:00:56.501,0,56,Uruguay,Rodrigo Bentancur Colmán,From Goal Kick,Pass,3,
43,00:00:57.581,0,57,Saudi Arabia,Salem Mohammed Al Dawsari,From Goal Kick,Pressure,3,
44,00:00:57.634,0,57,Uruguay,Guillermo Varela Olivera,From Goal Kick,Ball Receipt*,3,
45,00:00:57.634,0,57,Uruguay,Guillermo Varela Olivera,From Goal Kick,Carry,3,
46,00:00:58.021,0,58,Uruguay,Guillermo Varela Olivera,From Goal Kick,Pass,3,
47,00:00:59.274,0,59,Saudi Arabia,Salman Mohammed Al Faraj,From Goal Kick,Pressure,3,
48,00:00:59.994,0,59,Uruguay,Rodrigo Bentancur Colmán,From Goal Kick,Ball Receipt*,3,
49,00:00:59.994,0,59,Uruguay,Rodrigo Bentancur Colmán,From Goal Kick,Carry,3,
50,00:01:00.354,1,0,Uruguay,Rodrigo Bentancur Colmán,From Goal Kick,Pass,3,
51,00:01:02.074,1,2,Uruguay,Diego Roberto Godín Leal,From Goal Kick,Ball Receipt*,3,
52,00:01:02.074,1,2,Uruguay,Diego Roberto Godín Leal,From Goal Kick,Carry,3,
53,00:01:06.061,1,6,Uruguay,Diego Roberto Godín Leal,From Goal Kick,Pass,3,
54,00:01:07.634,1,7,Saudi Arabia,Hattan Babhir,From Goal Kick,Pressure,3,
55,00:01:07.661,1,7,Uruguay,José Martín Cáceres Silva,From Goal Kick,Ball Receipt*,3,
56,00:01:07.661,1,7,Uruguay,José Martín Cáceres Silva,From Goal Kick,Carry,3,
57,00:01:08.141,1,8,Uruguay,José Martín Cáceres Silva,From Goal Kick,Pass,3,
58,00:01:08.954,1,8,Saudi Arabia,Mohammed Al Burayk,From Goal Kick,Pressure,3,
59,00:01:08.994,1,8,Uruguay,Cristian Gabriel Rodríguez Barrotti,From Goal Kick,Ball Receipt*,3,
60,00:01:08.994,1,8,Uruguay,Cristian Gabriel Rodríguez Barrotti,From Goal Kick,Carry,3,
61,00:01:09.381,1,9,Uruguay,Cristian Gabriel Rodríguez Barrotti,From Goal Kick,Pass,3,
62,00:01:09.714,1,9,Uruguay,Luis Alberto Suárez Díaz,From Goal Kick,Ball Receipt*,3,
63,00:01:09.714,1,9,Saudi Arabia,Mohammed Al Burayk,From Goal Kick,Block,3,
64,00:01:13.381,1,13,Uruguay,Luis Alberto Suárez Díaz,From Throw In,Pass,4,
65,00:01:15.114,1,15,Uruguay,Matías Vecino Falero,From Throw In,Ball Receipt*,4,
66,00:01:15.114,1,15,Uruguay,Matías Vecino Falero,From Throw In,Carry,4,
67,00:01:15.861,1,15,Uruguay,Matías Vecino Falero,From Throw In,Pass,4,
68,00:01:15.954,1,15,Saudi Arabia,Hattan Babhir,From Throw In,Pressure,4,
69,00:01:16.994,1,16,Uruguay,José Martín Cáceres Silva,From Throw In,Ball Receipt*,4,
70,00:01:16.994,1,16,Uruguay,José Martín Cáceres Silva,From Throw In,Pass,4,
71,00:01:17.594,1,17,Uruguay,Matías Vecino Falero,From Throw In,Ball Receipt*,4,
72,00:01:17.594,1,17,Uruguay,Matías Vecino Falero,From Throw In,Carry,4,
73,00:01:18.154,1,18,Saudi Arabia,Taisir Jabir Al Jassim,From Throw In,Pressure,4,
74,00:01:19.061,1,19,Uruguay,Matías Vecino Falero,From Throw In,Pass,4,
75,00:01:20.154,1,20,Uruguay,Diego Roberto Godín Leal,From Throw In,Ball Receipt*,4,
76,00:01:20.154,1,20,Uruguay,Diego Roberto Godín Leal,From Throw In,Carry,4,
77,00:01:22.141,1,22,Uruguay,Diego Roberto Godín Leal,From Throw In,Pass,4,
78,00:01:23.674,1,23,Uruguay,José María Giménez de Vargas,From Throw In,Ball Receipt*,4,
79,00:01:23.674,1,23,Uruguay,José María Giménez de Vargas,From Throw In,Carry,4,
80,00:01:24.674,1,24,Uruguay,José María Giménez de Vargas,From Throw In,Pass,4,
81,00:01:26.034,1,26,Uruguay,Matías Vecino Falero,From Throw In,Ball Receipt*,4,
82,00:01:26.034,1,26,Uruguay,Matías Vecino Falero,From Throw In,Carry,4,
83,00:01:29.381,1,29,Uruguay,Matías Vecino Falero,From Throw In,Pass,4,
84,00:01:30.514,1,30,Uruguay,José Martín Cáceres Silva,From Throw In,Ball Receipt*,4,
85,00:01:30.514,1,30,Uruguay,José Martín Cáceres Silva,From Throw In,Carry,4,
86,00:01:30.901,1,30,Saudi Arabia,Hattan Babhir,From Throw In,Pressure,4,
87,00:01:31.701,1,31,Uruguay,José Martín Cáceres Silva,From Throw In,Pass,4,
88,00:01:33.274,1,33,Uruguay,Diego Roberto Godín Leal,From Throw In,Ball Receipt*,4,
89,00:01:33.274,1,33,Uruguay,Diego Roberto Godín Leal,From Throw In,Carry,4,
90,00:01:34.941,1,34,Saudi Arabia,Fahad Mosaed Al Muwallad Al Harbi,From Throw In,Pressure,4,
91,00:01:35.621,1,35,Uruguay,Diego Roberto Godín Leal,From Throw In,Pass,4,
92,00:01:37.756,1,37,Uruguay,Néstor Fernando Muslera Micol,From Throw In,Ball Receipt*,4,
93,00:01:37.756,1,37,Uruguay,Néstor Fernando Muslera Micol,From Throw In,Pass,4,
94,00:01:39.234,1,39,Uruguay,José María Giménez de Vargas,From Throw In,Ball Receipt*,4,
95,00:01:39.234,1,39,Uruguay,José María Giménez de Vargas,From Throw In,Carry,4,
96,00:01:42.621,1,42,Uruguay,José María Giménez de Vargas,From Throw In,Pass,4,
97,00:01:43.914,1,43,Uruguay,Rodrigo Bentancur Colmán,From Throw In,Ball Receipt*,4,
98,00:01:43.914,1,43,Uruguay,Rodrigo Bentancur Colmán,From Throw In,Carry,4,
