index,timestamp,minute,second,team,player,play_pattern,type,possession,shot_type
1,00:00:00.000,0,0,Belgium,,Regular Play,Starting XI,1,
2,00:00:00.000,0,0,Japan,,Regular Play,Starting XI,1,
3,00:00:00.000,0,0,Belgium,,Regular Play,Half Start,1,
4,00:00:00.000,0,0,Japan,,Regular Play,Half Start,1,
5,00:00:00.920,0,0,Belgium,Romelu Lukaku Menama,From Kick Off,Pass,2,
6,00:00:01.893,0,1,Belgium,Axel Witsel,From Kick Off,Ball Receipt*,2,
7,00:00:01.893,0,1,Belgium,Axel Witsel,From Kick Off,Carry,2,
8,00:00:03.000,0,3,Belgium,Axel Witsel,From Kick Off,Pass,2,
9,00:00:04.600,0,4,Belgium,Jan Vertonghen,From Kick Off,Ball Receipt*,2,
10,00:00:04.600,0,4,Belgium,Jan Vertonghen,From Kick Off,Carry,2,
11,00:00:05.533,0,5,Belgium,Jan Vertonghen,From Kick Off,Pass,2,
12,00:00:06.839,0,6,Belgium,Vincent Kompany,From Kick Off,Ball Receipt*,2,
13,00:00:06.839,0,6,Belgium,Vincent Kompany,From Kick Off,Carry,2,
14,00:00:07.600,0,7,Belgium,Vincent Kompany,From Kick Off,Pass,2,
15,00:00:08.840,0,8,Belgium,Toby Alderweireld,From Kick Off,Ball Receipt*,2,
16,00:00:08.840,0,8,Belgium,Toby Alderweireld,From Kick Off,Carry,2,
17,00:00:11.440,0,11,Belgium,Toby Alderweireld,From Kick Off,Pass,2,
18,00:00:12.720,0,12,Japan,Yūya Ōsako,From Kick Off,Pressure,2,
19,00:00:13.400,0,13,Belgium,Vincent Kompany,From Kick Off,Ball Receipt*,2,
20,00:00:13.400,0,13,Belgium,Vincent Kompany,From Kick Off,Pass,2,
21,00:00:15.640,0,15,Japan,Genki Haraguchi,From Kick Off,Pressure,2,
22,00:00:15.760,0,15,Belgium,Jan Vertonghen,From Kick Off,Ball Receipt*,2,
23,00:00:15.760,0,15,Belgium,Jan Vertonghen,From Kick Off,Carry,2,
24,00:00:16.200,0,16,Belgium,Jan Vertonghen,From Kick Off,Pass,2,
