index,timestamp,minute,second,team,player,play_pattern,type,possession,shot_type
1,00:00:00.000,0,0,Nigeria,,Regular Play,Starting XI,1,
2,00:00:00.000,0,0,Iceland,,Regular Play,Starting XI,1,
3,00:00:00.000,0,0,Nigeria,,Regular Play,Half Start,1,
4,00:00:00.000,0,0,Iceland,,Regular Play,Half Start,1,
5,00:00:00.950,0,0,Nigeria,John Michael Nchekwube Obinna,From Kick Off,Pass,2,
6,00:00:01.950,0,1,Nigeria,William Troost-Ekong,From Kick Off,Ball Receipt*,2,
7,00:00:01.950,0,1,Iceland,Jón Daði Böðvarsson,From Kick Off,Pressure,2,
8,00:00:01.950,0,1,Nigeria,William Troost-Ekong,From Kick Off,Pass,2,
9,00:00:02.650,0,2,Iceland,Jón Daði Böðvarsson,From Kick Off,Block,2,
10,00:00:02.843,0,2,Iceland,Birkir Bjarnason,Regular Play,Ball Recovery,3,
11,00:00:02.843,0,2,Iceland,Birkir Bjarnason,Regular Play,Carry,3,
12,00:00:04.243,0,4,Iceland,Birkir Bjarnason,Regular Play,Pass,3,
13,00:00:04.750,0,4,Nigeria,Onyinye Wilfred Ndidi,Regular Play,Pressure,3,
14,00:00:05.123,0,5,Iceland,Gylfi Þór Sigurðsson,Regular Play,Ball Receipt*,3,
15,00:00:05.123,0,5,Iceland,Gylfi Þór Sigurðsson,Regular Play,Carry,3,
16,00:00:05.403,0,5,Iceland,Gylfi Þór Sigurðsson,Regular Play,Pass,3,
17,00:00:06.403,0,6,Iceland,Hörður Björgvin Magnússon,Regular Play,Ball Receipt*,3,
18,00:00:06.403,0,6,Iceland,Hörður Björgvin Magnússon,Regular Play,Carry,3,
19,00:00:07.563,0,7,Iceland,Hörður Björgvin Magnússon,Regular Play,Pass,3,
20,00:00:09.963,0,9,Iceland,Kári Árnason,Regular Play,Ball Receipt*,3,
21,00:00:09.963,0,9,Iceland,Kári Árnason,Regular Play,Carry,3,
22,00:00:10.163,0,10,Iceland,Kári Árnason,Regular Play,Pass,3,
23,00:00:12.083,0,12,Iceland,Ragnar Sigurðsson,Regular Play,Ball Receipt*,3,
24,00:00:12.083,0,12,Iceland,Ragnar Sigurðsson,Regular Play,Carry,3,
25,00:00:13.883,0,13,Iceland,Ragnar Sigurðsson,Regular Play,Pass,3,
26,00:00:15.043,0,15,Iceland,Kári Árnason,Regular Play,Ball Receipt*,3,
27,00:00:15.043,0,15,Iceland,Kári Árnason,Regular Play,Carry,3,
28,00:00:15.683,0,15,Nigeria,Kelechi Promise Iheanacho,Regular Play,Pressure,3,
29,00:00:16.723,0,16,Iceland,Kári Árnason,Regular Play,Pass,3,
30,00:00:18.683,0,18,Iceland,Hannes Þór Halldórsson,Regular Play,Ball Receipt*,3,
31,00:00:18.683,0,18,Iceland,Hannes Þór Halldórsson,Regular Play,Carry,3,
32,00:00:19.243,0,19,Nigeria,Ahmed Musa,Regular Play,Pressure,3,
33,00:00:20.163,0,20,Iceland,Hannes Þór Halldórsson,Regular Play,Pass,3,
34,00:00:23.110,0,23,Iceland,Rúrik Gíslason,Regular Play,Ball Receipt*,3,
35,00:00:23.110,0,23,Nigeria,Brian Oladapo Idowu,Regular Play,Pass,3,
36,00:00:24.603,0,24,Iceland,Aron Einar Gunnarsson,Regular Play,Pressure,3,
37,00:00:24.643,0,24,Nigeria,Kelechi Promise Iheanacho,Regular Play,Ball Receipt*,3,
38,00:00:24.643,0,24,Nigeria,Kelechi Promise Iheanacho,Regular Play,Carry,3,
39,00:00:24.643,0,24,Iceland,Kári Árnason,Regular Play,Pressure,3,
40,00:00:24.870,0,24,Nigeria,Kelechi Promise Iheanacho,Regular Play,Pass,3,
41,00:00:25.643,0,25,Iceland,Aron Einar Gunnarsson,Regular Play,Pressure,3,
42,00:00:25.910,0,25,Nigeria,Oghenekaro Etebo,Regular Play,Ball Receipt*,3,
43,00:00:25.910,0,25,Iceland,Aron Einar Gunnarsson,Regular Play,Interception,3,
44,00:00:25.910,0,25,Iceland,Aron Einar Gunnarsson,Regular Play,Carry,3,
45,00:00:26.403,0,26,Nigeria,Oghenekaro Etebo,Regular Play,Dribbled Past,3,
46,00:00:26.403,0,26,Iceland,Aron Einar Gunnarsson,Regular Play,Dribble,3,
47,00:00:26.403,0,26,Iceland,Aron Einar Gunnarsson,Regular Play,Carry,3,
48,00:00:26.803,0,26,Iceland,Rúrik Gíslason,Regular Play,Ball Recovery,3,
49,00:00:26.803,0,26,Iceland,Rúrik Gíslason,Regular Play,Carry,3,
50,00:00:28.043,0,28,Iceland,Rúrik Gíslason,Regular Play,Pass,3,
51,00:00:32.483,0,32,Iceland,Jón Daði Böðvarsson,Regular Play,Ball Receipt*,3,
52,00:00:32.483,0,32,Nigeria,Kenneth Josiah Omeruo,Regular Play,Ball Recovery,3,
