index,timestamp,minute,second,team,player,play_pattern,type,possession,shot_type
1,00:00:00.000,0,0,Portugal,,Regular Play,Starting XI,1,
2,00:00:00.000,0,0,Spain,,Regular Play,Starting XI,1,
3,00:00:00.000,0,0,Spain,,Regular Play,Half Start,1,
4,00:00:00.000,0,0,Portugal,,Regular Play,Half Start,1,
5,00:00:00.120,0,0,Portugal,Gonçalo Manuel Ganchinho Guedes,Regular Play,Pressure,1,
6,00:00:00.480,0,0,Spain,Diego da Silva Costa,From Kick Off,Pass,2,
7,00:00:01.173,0,1,Spain,Sergio Busquets i Burgos,From Kick Off,Ball Receipt*,2,
8,00:00:01.173,0,1,Spain,Sergio Busquets i Burgos,From Kick Off,Pass,2,
9,00:00:03.053,0,3,Spain,Sergio Ramos García,From Kick Off,Ball Receipt*,2,
10,00:00:03.053,0,3,Spain,Sergio Ramos García,From Kick Off,Carry,2,
11,00:00:03.600,0,3,Spain,Sergio Ramos García,From Kick Off,Pass,2,
12,00:00:04.320,0,4,Spain,Jordi Alba Ramos,From Kick Off,Ball Receipt*,2,
13,00:00:04.320,0,4,Spain,Jordi Alba Ramos,From Kick Off,Carry,2,
14,00:00:04.360,0,4,Portugal,Bernardo Mota Veiga de Carvalho e Silva,From Kick Off,Pressure,2,
15,00:00:04.413,0,4,Spain,Jordi Alba Ramos,From Kick Off,Pass,2,
16,00:00:05.532,0,5,Spain,Sergio Ramos García,From Kick Off,Ball Receipt*,2,
17,00:00:05.532,0,5,Spain,Sergio Ramos García,From Kick Off,Carry,2,
18,00:00:07.253,0,7,Spain,Sergio Ramos García,From Kick Off,Pass,2,
19,00:00:08.732,0,8,Spain,Gerard Piqué Bernabéu,From Kick Off,Ball Receipt*,2,
20,00:00:08.732,0,8,Spain,Gerard Piqué Bernabéu,From Kick Off,Carry,2,
21,00:00:11.413,0,11,Spain,Gerard Piqué Bernabéu,From Kick Off,Pass,2,
22,00:00:13.132,0,13,Spain,Sergio Ramos García,From Kick Off,Ball Receipt*,2,
23,00:00:13.132,0,13,Spain,Sergio Ramos García,From Kick Off,Carry,2,
24,00:00:15.133,0,15,Spain,Sergio Ramos García,From Kick Off,Pass,2,
25,00:00:15.280,0,15,Portugal,João Filipe Iria Santos Moutinho,From Kick Off,Pressure,2,
26,00:00:16.133,0,16,Spain,Andrés Iniesta Luján,From Kick Off,Ball Receipt*,2,
27,00:00:16.133,0,16,Spain,Andrés Iniesta Luján,From Kick Off,Carry,2,
28,00:00:16.373,0,16,Spain,Andrés Iniesta Luján,From Kick Off,Pass,2,
29,00:00:17.053,0,17,Spain,Sergio Ramos García,From Kick Off,Ball Receipt*,2,
30,00:00:17.053,0,17,Spain,Sergio Ramos García,From Kick Off,Carry,2,
31,00:00:17.173,0,17,Spain,Sergio Ramos García,From Kick Off,Pass,2,
32,00:00:18.253,0,18,Spain,Jordi Alba Ramos,From Kick Off,Ball Receipt*,2,
33,00:00:18.253,0,18,Spain,Jordi Alba Ramos,From Kick Off,Carry,2,
34,00:00:18.253,0,18,Portugal,Bernardo Mota Veiga de Carvalho e Silva,From Kick Off,Pressure,2,
35,00:00:18.653,0,18,Spain,Jordi Alba Ramos,From Kick Off,Pass,2,
36,00:00:19.333,0,19,Spain,Sergio Ramos García,From Kick Off,Ball Receipt*,2,
37,00:00:19.333,0,19,Spain,Sergio Ramos García,From Kick Off,Carry,2,
38,00:00:21.333,0,21,Spain,Sergio Ramos García,From Kick Off,Pass,2,
39,00:00:24.360,0,24,Spain,David Josué Jiménez Silva,From Kick Off,Ball Receipt*,2,
40,00:00:24.360,0,24,Spain,David Josué Jiménez Silva,From Kick Off,Duel,2,
41,00:00:24.360,0,24,Portugal,Raphaël Adelino José Guerreiro,Regular Play,Pass,3,
