index,timestamp,minute,second,team,player,play_pattern,type,possession,shot_type
1,00:00:00.000,0,0,Nigeria,,Regular Play,Starting XI,1,
2,00:00:00.000,0,0,Argentina,,Regular Play,Starting XI,1,
3,00:00:00.000,0,0,Nigeria,,Regular Play,Half Start,1,
4,00:00:00.000,0,0,Argentina,,Regular Play,Half Start,1,
5,00:00:00.200,0,0,Nigeria,John Michael Nchekwube Obinna,From Kick Off,Pass,2,
6,00:00:00.580,0,0,Argentina,Gonzalo Gerardo Higuaín,From Kick Off,Pressure,2,
7,00:00:01.293,0,1,Nigeria,William Troost-Ekong,From Kick Off,Ball Receipt*,2,
8,00:00:01.293,0,1,Nigeria,William Troost-Ekong,From Kick Off,Carry,2,
9,00:00:02.353,0,2,Nigeria,William Troost-Ekong,From Kick Off,Pass,2,
10,00:00:05.753,0,5,Nigeria,Kelechi Promise Iheanacho,From Kick Off,Ball Receipt*,2,
11,00:00:09.967,0,9,Argentina,Gabriel Iván Mercado,From Throw In,Pass,3,
12,00:00:11.700,0,11,Argentina,Nicolás Hernán Otamendi,From Throw In,Ball Receipt*,3,
13,00:00:11.700,0,11,Argentina,Nicolás Hernán Otamendi,From Throw In,Carry,3,
14,00:00:14.447,0,14,Argentina,Nicolás Hernán Otamendi,From Throw In,Pass,3,
15,00:00:16.447,0,16,Argentina,Faustino Marcos Alberto Rojo,From Throw In,Ball Receipt*,3,
16,00:00:16.447,0,16,Argentina,Faustino Marcos Alberto Rojo,From Throw In,Carry,3,
17,00:00:21.273,0,21,Nigeria,Kelechi Promise Iheanacho,From Throw In,Pressure,3,
18,00:00:21.327,0,21,Argentina,Faustino Marcos Alberto Rojo,From Throw In,Pass,3,
19,00:00:22.300,0,22,Argentina,Gonzalo Gerardo Higuaín,From Throw In,Ball Receipt*,3,
20,00:00:22.300,0,22,Argentina,Gonzalo Gerardo Higuaín,From Throw In,Carry,3,
21,00:00:23.127,0,23,Argentina,Gonzalo Gerardo Higuaín,From Throw In,Pass,3,
22,00:00:23.353,0,23,Nigeria,William Troost-Ekong,From Throw In,Pressure,3,
23,00:00:24.580,0,24,Argentina,Enzo Nicolás Pérez,From Throw In,Ball Receipt*,3,
24,00:00:24.580,0,24,Argentina,Enzo Nicolás Pérez,From Throw In,Carry,3,
25,00:00:25.607,0,25,Argentina,Enzo Nicolás Pérez,From Throw In,Pass,3,
26,00:00:26.420,0,26,Argentina,Lionel Andrés Messi Cuccittini,From Throw In,Ball Receipt*,3,
27,00:00:26.420,0,26,Argentina,Lionel Andrés Messi Cuccittini,From Throw In,Carry,3,
28,00:00:27.287,0,27,Argentina,Lionel Andrés Messi Cuccittini,From Throw In,Pass,3,
29,00:00:27.593,0,27,Nigeria,Ahmed Musa,From Throw In,Pressure,3,
30,00:00:28.420,0,28,Argentina,Javier Alejandro Mascherano,From Throw In,Ball Receipt*,3,
31,00:00:28.420,0,28,Argentina,Javier Alejandro Mascherano,From Throw In,Carry,3,
32,00:00:29.607,0,29,Argentina,Javier Alejandro Mascherano,From Throw In,Pass,3,
33,00:00:31.220,0,31,Argentina,Éver Maximiliano David Banega,From Throw In,Ball Receipt*,3,
34,00:00:31.220,0,31,Argentina,Éver Maximiliano David Banega,From Throw In,Carry,3,
35,00:00:32.127,0,32,Argentina,Éver Maximiliano David Banega,From Throw In,Pass,3,
36,00:00:32.553,0,32,Nigeria,Onyinye Wilfred Ndidi,From Throw In,Pressure,3,
37,00:00:33.260,0,33,Argentina,Nicolás Alejandro Tagliafico,From Throw In,Ball Receipt*,3,
38,00:00:33.260,0,33,Argentina,Nicolás Alejandro Tagliafico,From Throw In,Pass,3,
39,00:00:33.833,0,33,Nigeria,Kelechi Promise Iheanacho,From Throw In,Pressure,3,
40,00:00:35.660,0,35,Argentina,Faustino Marcos Alberto Rojo,From Throw In,Ball Receipt*,3,
41,00:00:35.660,0,35,Argentina,Faustino Marcos Alberto Rojo,From Throw In,Pass,3,
42,00:00:36.780,0,36,Argentina,Javier Alejandro Mascherano,From Throw In,Ball Receipt*,3,
43,00:00:36.780,0,36,Argentina,Javier Alejandro Mascherano,From Throw In,Carry,3,
44,00:00:38.407,0,38,Argentina,Javier Alejandro Mascherano,From Throw In,Pass,3,
45,00:00:40.407,0,40,Argentina,Enzo Nicolás Pérez,From Throw In,Ball Receipt*,3,
46,00:00:40.407,0,40,Argentina,Enzo Nicolás Pérez,From Throw In,Carry,3,
47,00:00:41.913,0,41,Nigeria,Ahmed Musa,From Throw In,Pressure,3,
48,00:00:42.087,0,42,Argentina,Enzo Nicolás Pérez,From Throw In,Pass,3,
49,00:00:43.340,0,43,Argentina,Nicolás Hernán Otamendi,From Throw In,Ball Receipt*,3,
50,00:00:43.340,0,43,Argentina,Nicolás Hernán Otamendi,From Throw In,Carry,3,
51,00:00:45.047,0,45,Argentina,Nicolás Hernán Otamendi,From Throw In,Pass,3,
52,00:00:46.647,0,46,Argentina,Javier Alejandro Mascherano,From Throw In,Ball Receipt*,3,
53,00:00:46.647,0,46,Argentina,Javier Alejandro Mascherano,From Throw In,Carry,3,
