index,timestamp,minute,second,team,player,play_pattern,type,possession,shot_type
1,00:00:00.000,0,0,Poland,,Regular Play,Starting XI,1,
2,00:00:00.000,0,0,Colombia,,Regular Play,Starting XI,1,
3,00:00:00.000,0,0,Poland,,Regular Play,Half Start,1,
4,00:00:00.000,0,0,Colombia,,Regular Play,Half Start,1,
5,00:00:00.020,0,0,Poland,Robert Lewandowski,From Kick Off,Pass,2,
6,00:00:01.460,0,1,Poland,Jan Bednarek,From Kick Off,Ball Receipt*,2,
7,00:00:01.460,0,1,Poland,Jan Bednarek,From Kick Off,Carry,2,
8,00:00:02.553,0,2,Colombia,Radamel Falcao García Zárate,From Kick Off,Pressure,2,
9,00:00:02.860,0,2,Poland,Jan Bednarek,From Kick Off,Pass,2,
10,00:00:06.113,0,6,Poland,Dawid Kownacki,From Kick Off,Ball Receipt*,2,
11,00:00:06.113,0,6,Colombia,Johan Andrés Mojica Palacio,From Kick Off,Pass,2,
12,00:00:07.313,0,7,Colombia,James David Rodríguez Rubio,From Kick Off,Ball Receipt*,2,
13,00:00:16.060,0,16,Poland,Łukasz Piszczek,From Throw In,Pass,3,
14,00:00:16.953,0,16,Colombia,Davinson Sánchez Mina,From Throw In,Pressure,3,
15,00:00:17.380,0,17,Poland,Robert Lewandowski,From Throw In,Ball Receipt*,3,
16,00:00:17.380,0,17,Poland,Robert Lewandowski,From Throw In,Carry,3,
17,00:00:17.820,0,17,Colombia,Wílmar Enrique Barrios Terán,Regular Play,Pass,4,
18,00:00:17.900,0,17,Colombia,James David Rodríguez Rubio,Regular Play,Ball Receipt*,4,
19,00:00:17.900,0,17,Colombia,James David Rodríguez Rubio,Regular Play,Carry,4,
20,00:00:17.900,0,17,Poland,Robert Lewandowski,Regular Play,Miscontrol,4,
21,00:00:19.713,0,19,Colombia,James David Rodríguez Rubio,Regular Play,Pass,4,
22,00:00:20.313,0,20,Colombia,Juan Fernando Quintero Paniagua,Regular Play,Ball Receipt*,4,
23,00:00:20.313,0,20,Colombia,Juan Fernando Quintero Paniagua,Regular Play,Carry,4,
24,00:00:20.820,0,20,Poland,Grzegorz Krychowiak,Regular Play,Pressure,4,
25,00:00:21.153,0,21,Colombia,Juan Fernando Quintero Paniagua,Regular Play,Pass,4,
26,00:00:25.220,0,25,Colombia,Radamel Falcao García Zárate,Regular Play,Ball Receipt*,4,
27,00:00:25.220,0,25,Poland,Jan Bednarek,Regular Play,Pass,5,
28,00:00:26.993,0,26,Colombia,Radamel Falcao García Zárate,Regular Play,Pressure,5,
29,00:00:28.180,0,28,Poland,Wojciech Szczęsny,Regular Play,Ball Receipt*,5,
30,00:00:28.180,0,28,Poland,Wojciech Szczęsny,Regular Play,Carry,5,
31,00:00:28.700,0,28,Poland,Wojciech Szczęsny,Regular Play,Pass,5,
32,00:00:30.700,0,30,Poland,Jan Bednarek,Regular Play,Ball Receipt*,5,
33,00:00:30.700,0,30,Poland,Jan Bednarek,Regular Play,Carry,5,
34,00:00:31.820,0,31,Poland,Jan Bednarek,Regular Play,Pass,5,
35,00:00:32.980,0,32,Poland,Jacek Góralski,Regular Play,Ball Receipt*,5,
36,00:00:32.980,0,32,Poland,Jacek Góralski,Regular Play,Carry,5,
37,00:00:33.620,0,33,Colombia,Abel Enrique Aguilar Tapia,Regular Play,Pressure,5,
38,00:00:34.180,0,34,Poland,Jacek Góralski,Regular Play,Pass,5,
39,00:00:35.060,0,35,Poland,Jan Bednarek,Regular Play,Ball Receipt*,5,
40,00:00:35.060,0,35,Poland,Jan Bednarek,Regular Play,Carry,5,
41,00:00:35.513,0,35,Colombia,James David Rodríguez Rubio,Regular Play,Pressure,5,
42,00:00:36.300,0,36,Poland,Jan Bednarek,Regular Play,Pass,5,
43,00:00:39.100,0,39,Poland,Robert Lewandowski,Regular Play,Ball Receipt*,5,
44,00:00:39.100,0,39,Colombia,Yerry Fernando Mina González,Regular Play,Foul Committed,5,
45,00:00:39.100,0,39,Poland,Robert Lewandowski,Regular Play,Foul Won,5,
46,00:00:53.220,0,53,Poland,Grzegorz Krychowiak,From Free Kick,Pass,6,
47,00:00:56.153,0,56,Poland,Maciej Rybus,From Free Kick,Ball Receipt*,6,
48,00:00:56.153,0,56,Colombia,Santiago Arias Naranjo,From Free Kick,Clearance,6,
49,00:00:57.740,0,57,Poland,Maciej Rybus,From Free Kick,Ball Recovery,6,
50,00:00:57.740,0,57,Poland,Maciej Rybus,From Free Kick,Carry,6,
51,00:00:58.753,0,58,Colombia,Santiago Arias Naranjo,From Free Kick,Pressure,6,
52,00:00:58.860,0,58,Poland,Maciej Rybus,From Free Kick,Pass,6,
53,00:00:59.580,0,59,Poland,Dawid Kownacki,From Free Kick,Ball Receipt*,6,
54,00:00:59.580,0,59,Poland,Dawid Kownacki,From Free Kick,Carry,6,
55,00:01:00.420,1,0,Poland,Dawid Kownacki,From Free Kick,Shot,6,Open Play
56,00:01:01.113,1,1,Colombia,Yerry Fernando Mina González,From Free Kick,Block,6,
57,00:01:01.593,1,1,Colombia,David Ospina Ramírez,From Free Kick,Goal Keeper,6,
58,00:01:25.300,1,25,Poland,Piotr Zieliński,From Corner,Pass,7,
59,00:01:30.860,1,30,Poland,Michał Pazdan,From Corner,Ball Receipt*,7,
60,00:01:30.860,1,30,Poland,Michał Pazdan,From Corner,Pass,7,
61,00:01:32.353,1,32,Poland,Robert Lewandowski,From Corner,Ball Receipt*,7,
62,00:01:32.353,1,32,Colombia,Davinson Sánchez Mina,From Corner,Clearance,7,
63,00:01:34.353,1,34,Colombia,James David Rodríguez Rubio,Regular Play,Pass,8,
64,00:01:35.020,1,35,Poland,Grzegorz Krychowiak,Regular Play,Pressure,8,
65,00:01:35.313,1,35,Colombia,Juan Guillermo Cuadrado Bello,Regular Play,Ball Receipt*,8,
66,00:01:35.713,1,35,Colombia,Juan Guillermo Cuadrado Bello,Regular Play,Pass,8,
67,00:01:36.473,1,36,Colombia,James David Rodríguez Rubio,Regular Play,Ball Receipt*,8,
68,00:01:36.473,1,36,Colombia,James David Rodríguez Rubio,Regular Play,Carry,8,
69,00:01:36.673,1,36,Colombia,James David Rodríguez Rubio,Regular Play,Pass,8,
70,00:01:36.980,1,36,Colombia,Juan Guillermo Cuadrado Bello,Regular Play,Ball Receipt*,8,
71,00:01:36.980,1,36,Poland,Michał Pazdan,Regular Play,Block,8,
72,00:01:39.220,1,39,Poland,Jan Bednarek,Regular Play,Ball Recovery,9,
73,00:01:39.220,1,39,Poland,Jan Bednarek,Regular Play,Carry,9,
74,00:01:41.673,1,41,Colombia,Juan Guillermo Cuadrado Bello,Regular Play,Pressure,9,
75,00:01:42.540,1,42,Poland,Jan Bednarek,Regular Play,Pass,9,
76,00:01:43.820,1,43,Poland,Robert Lewandowski,Regular Play,Ball Receipt*,9,
77,00:01:43.820,1,43,Poland,Robert Lewandowski,Regular Play,Pass,9,
78,00:01:44.620,1,44,Poland,Maciej Rybus,Regular Play,Ball Receipt*,9,
79,00:01:44.620,1,44,Poland,Maciej Rybus,Regular Play,Carry,9,
80,00:01:44.633,1,44,Colombia,Wílmar Enrique Barrios Terán,Regular Play,Pressure,9,
81,00:01:45.540,1,45,Poland,Maciej Rybus,Regular Play,Pass,9,
82,00:01:46.220,1,46,Poland,Robert Lewandowski,Regular Play,Ball Receipt*,9,
83,00:01:46.220,1,46,Poland,Robert Lewandowski,Regular Play,Carry,9,
84,00:01:46.393,1,46,Colombia,Santiago Arias Naranjo,Regular Play,Pressure,9,
85,00:01:48.473,1,48,Colombia,Wílmar Enrique Barrios Terán,Regular Play,Pressure,9,
86,00:01:49.433,1,49,Colombia,Wílmar Enrique Barrios Terán,Regular Play,Dribbled Past,9,
87,00:01:49.433,1,49,Poland,Robert Lewandowski,Regular Play,Dribble,9,
88,00:01:49.433,1,49,Poland,Robert Lewandowski,Regular Play,Carry,9,
89,00:01:49.553,1,49,Colombia,Wílmar Enrique Barrios Terán,Regular Play,Pressure,9,
90,00:01:50.793,1,50,Colombia,Wílmar Enrique Barrios Terán,Regular Play,Pressure,9,
91,00:01:52.353,1,52,Colombia,Santiago Arias Naranjo,Regular Play,Pressure,9,
92,00:01:52.580,1,52,Colombia,Santiago Arias Naranjo,Regular Play,Dribbled Past,9,
93,00:01:52.580,1,52,Poland,Robert Lewandowski,Regular Play,Dribble,9,
94,00:01:52.580,1,52,Poland,Robert Lewandowski,Regular Play,Carry,9,
95,00:01:54.260,1,54,Poland,Robert Lewandowski,Regular Play,Dispossessed,9,
96,00:01:54.260,1,54,Colombia,Wílmar Enrique Barrios Terán,Regular Play,Duel,9,
97,00:02:21.860,2,21,Poland,Dawid Kownacki,From Corner,Pass,10,
98,00:02:23.220,2,23,Poland,Piotr Zieliński,From Corner,Ball Receipt*,10,
99,00:02:23.220,2,23,Poland,Piotr Zieliński,From Corner,Carry,10,
100,00:02:23.873,2,23,Colombia,Johan Andrés Mojica Palacio,From Corner,Pressure,10,
101,00:02:23.980,2,23,Poland,Piotr Zieliński,From Corner,Pass,10,
102,00:02:24.313,2,24,Colombia,Johan Andrés Mojica Palacio,From Corner,Block,10,
103,00:02:48.380,2,48,Poland,Maciej Rybus,From Throw In,Pass,11,
104,00:02:48.753,2,48,Colombia,Wílmar Enrique Barrios Terán,From Throw In,Pressure,11,
105,00:02:49.220,2,49,Poland,Robert Lewandowski,From Throw In,Ball Receipt*,11,
106,00:02:49.220,2,49,Poland,Robert Lewandowski,From Throw In,Pass,11,
107,00:02:49.953,2,49,Colombia,Juan Guillermo Cuadrado Bello,From Throw In,Pressure,11,
108,00:02:50.180,2,50,Poland,Maciej Rybus,From Throw In,Ball Receipt*,11,
109,00:02:50.180,2,50,Poland,Maciej Rybus,From Throw In,Carry,11,
110,00:02:50.220,2,50,Poland,Maciej Rybus,From Throw In,Pass,11,
111,00:02:50.993,2,50,Colombia,Santiago Arias Naranjo,From Throw In,Pressure,11,
112,00:02:51.673,2,51,Poland,Dawid Kownacki,From Throw In,Ball Receipt*,11,
113,00:02:51.673,2,51,Colombia,Santiago Arias Naranjo,From Throw In,Clearance,11,
114,00:02:53.780,2,53,Colombia,Radamel Falcao García Zárate,From Throw In,Duel,11,
115,00:02:53.780,2,53,Poland,Dawid Kownacki,From Throw In,Pass,11,
116,00:02:55.753,2,55,Colombia,Juan Guillermo Cuadrado Bello,From Throw In,Pressure,11,
117,00:02:56.270,2,56,Poland,Jacek Góralski,From Throw In,Ball Receipt*,11,
118,00:02:56.270,2,56,Poland,Jacek Góralski,From Throw In,Duel,11,
119,00:02:56.270,2,56,Colombia,Juan Guillermo Cuadrado Bello,From Throw In,Pass,11,
120,00:02:57.433,2,57,Colombia,Radamel Falcao García Zárate,From Throw In,Ball Receipt*,11,
121,00:02:58.900,2,58,Poland,Jacek Góralski,From Throw In,Pressure,11,
122,00:03:03.060,3,3,Colombia,,From Throw In,Injury Stoppage,11,
123,00:03:08.300,3,8,Poland,,From Throw In,Injury Stoppage,11,
124,00:03:37.313,3,37,Colombia,,Other,Referee Ball-Drop,12,
125,00:03:37.873,3,37,Poland,,Other,Referee Ball-Drop,13,
126,00:03:38.593,3,38,Colombia,James David Rodríguez Rubio,Other,Pass,13,
127,00:03:43.540,3,43,Poland,Wojciech Szczęsny,Other,Ball Recovery,13,
128,00:03:43.540,3,43,Poland,Wojciech Szczęsny,Other,Carry,13,
129,00:03:46.340,3,46,Poland,Wojciech Szczęsny,Other,Pass,13,
130,00:03:49.460,3,49,Poland,Michał Pazdan,Other,Ball Receipt*,13,
131,00:03:49.460,3,49,Poland,Michał Pazdan,Other,Pass,13,
132,00:03:50.500,3,50,Poland,Robert Lewandowski,Other,Ball Receipt*,13,
133,00:03:50.500,3,50,Poland,Robert Lewandowski,Other,Carry,13,
134,00:03:50.953,3,50,Colombia,James David Rodríguez Rubio,Other,Pressure,13,
135,00:03:51.860,3,51,Poland,Robert Lewandowski,Other,Pass,13,
136,00:03:52.500,3,52,Poland,Michał Pazdan,Other,Ball Receipt*,13,
137,00:03:52.500,3,52,Poland,Michał Pazdan,Other,Pass,13,
138,00:03:52.553,3,52,Colombia,James David Rodríguez Rubio,Other,Pressure,13,
139,00:03:54.073,3,54,Poland,Robert Lewandowski,Other,Ball Receipt*,13,
140,00:03:54.073,3,54,Poland,Robert Lewandowski,Other,Carry,13,
141,00:03:54.073,3,54,Colombia,Radamel Falcao García Zárate,Other,Pressure,13,
142,00:03:54.420,3,54,Poland,Robert Lewandowski,Other,Pass,13,
143,00:03:55.700,3,55,Poland,Jan Bednarek,Other,Ball Receipt*,13,
144,00:03:55.700,3,55,Poland,Jan Bednarek,Other,Carry,13,
145,00:03:57.700,3,57,Poland,Jan Bednarek,Other,Pass,13,
146,00:03:59.300,3,59,Poland,Łukasz Piszczek,Other,Ball Receipt*,13,
147,00:03:59.300,3,59,Poland,Łukasz Piszczek,Other,Carry,13,
148,00:03:59.913,3,59,Colombia,James David Rodríguez Rubio,Other,Pressure,13,
149,00:04:00.820,4,0,Poland,Łukasz Piszczek,Other,Pass,13,
150,00:04:02.580,4,2,Poland,Jan Bednarek,Other,Ball Receipt*,13,
151,00:04:02.580,4,2,Poland,Jan Bednarek,Other,Carry,13,
152,00:04:03.660,4,3,Poland,Jan Bednarek,Other,Pass,13,
153,00:04:05.500,4,5,Poland,Michał Pazdan,Other,Ball Receipt*,13,
154,00:04:05.500,4,5,Poland,Michał Pazdan,Other,Carry,13,
155,00:04:07.340,4,7,Poland,Michał Pazdan,Other,Pass,13,
156,00:04:11.540,4,11,Poland,Piotr Zieliński,Other,Ball Receipt*,13,
157,00:04:11.540,4,11,Poland,Piotr Zieliński,Other,Carry,13,
158,00:04:12.353,4,12,Colombia,Davinson Sánchez Mina,Other,Pressure,13,
159,00:04:13.060,4,13,Poland,Piotr Zieliński,Other,Pass,13,
160,00:04:14.220,4,14,Poland,Bartosz Bereszyński,Other,Ball Receipt*,13,
161,00:04:14.220,4,14,Poland,Bartosz Bereszyński,Other,Carry,13,
162,00:04:14.633,4,14,Colombia,Johan Andrés Mojica Palacio,Other,Pressure,13,
163,00:04:15.020,4,15,Poland,Bartosz Bereszyński,Other,Pass,13,
164,00:04:16.540,4,16,Poland,Robert Lewandowski,Other,Ball Receipt*,13,
165,00:04:16.540,4,16,Colombia,Santiago Arias Naranjo,Other,Duel,13,
166,00:04:16.540,4,16,Poland,Robert Lewandowski,Other,Shot,13,Open Play
167,00:04:18.073,4,18,Colombia,David Ospina Ramírez,Other,Goal Keeper,13,
168,00:04:18.633,4,18,Colombia,David Ospina Ramírez,Other,Ball Recovery,13,
169,00:04:18.633,4,18,Colombia,David Ospina Ramírez,Other,Carry,13,
170,00:04:21.673,4,21,Poland,Dawid Kownacki,Other,Foul Committed,13,
171,00:04:21.673,4,21,Colombia,David Ospina Ramírez,Other,Foul Won,13,
172,00:04:25.300,4,25,Poland,,Other,Injury Stoppage,13,
173,00:04:52.420,4,52,Colombia,,Other,Injury Stoppage,13,
174,00:06:20.313,6,20,Colombia,Yerry Fernando Mina González,From Free Kick,Pass,14,
175,00:06:23.660,6,23,Colombia,Radamel Falcao García Zárate,From Free Kick,Ball Receipt*,14,
176,00:06:23.660,6,23,Colombia,Radamel Falcao García Zárate,From Free Kick,Duel,14,
177,00:06:23.660,6,23,Poland,Michał Pazdan,Regular Play,Pass,15,
178,00:06:24.793,6,24,Colombia,Santiago Arias Naranjo,Regular Play,Pressure,15,
179,00:06:25.340,6,25,Poland,Dawid Kownacki,Regular Play,Ball Receipt*,15,
180,00:06:25.340,6,25,Poland,Dawid Kownacki,Regular Play,Pass,15,
181,00:06:26.340,6,26,Poland,Grzegorz Krychowiak,Regular Play,Ball Receipt*,15,
182,00:06:26.340,6,26,Poland,Grzegorz Krychowiak,Regular Play,Carry,15,
183,00:06:27.140,6,27,Poland,Grzegorz Krychowiak,Regular Play,Pass,15,
184,00:06:30.633,6,30,Poland,Robert Lewandowski,Regular Play,Ball Receipt*,15,
185,00:06:30.633,6,30,Colombia,Yerry Fernando Mina González,Regular Play,Interception,16,
186,00:06:30.633,6,30,Colombia,Yerry Fernando Mina González,Regular Play,Carry,16,
187,00:06:32.793,6,32,Poland,Robert Lewandowski,Regular Play,Foul Committed,16,
188,00:06:32.793,6,32,Colombia,Yerry Fernando Mina González,Regular Play,Foul Won,16,
189,00:07:23.033,7,23,Colombia,David Ospina Ramírez,From Free Kick,Pass,17,
190,00:07:26.620,7,26,Colombia,Radamel Falcao García Zárate,From Free Kick,Ball Receipt*,17,
191,00:07:26.620,7,26,Colombia,Radamel Falcao García Zárate,From Free Kick,Duel,17,
192,00:07:26.620,7,26,Poland,Grzegorz Krychowiak,From Free Kick,Pass,17,
193,00:07:27.993,7,27,Poland,Robert Lewandowski,From Free Kick,Ball Receipt*,17,
194,00:07:27.993,7,27,Colombia,Yerry Fernando Mina González,From Free Kick,Pass,17,
195,00:07:29.273,7,29,Colombia,James David Rodríguez Rubio,From Free Kick,Ball Receipt*,17,
196,00:07:29.273,7,29,Colombia,James David Rodríguez Rubio,From Free Kick,Carry,17,
197,00:07:29.633,7,29,Colombia,James David Rodríguez Rubio,From Free Kick,Pass,17,
198,00:07:30.060,7,30,Poland,Grzegorz Krychowiak,From Free Kick,Pressure,17,
199,00:07:30.513,7,30,Colombia,Radamel Falcao García Zárate,From Free Kick,Ball Receipt*,17,
200,00:07:30.513,7,30,Colombia,Radamel Falcao García Zárate,From Free Kick,Carry,17,
201,00:07:34.033,7,34,Colombia,Radamel Falcao García Zárate,From Free Kick,Pass,17,
202,00:07:34.553,7,34,Colombia,Juan Guillermo Cuadrado Bello,From Free Kick,Ball Receipt*,17,
203,00:07:34.553,7,34,Colombia,Juan Guillermo Cuadrado Bello,From Free Kick,Carry,17,
204,00:07:35.633,7,35,Colombia,Juan Guillermo Cuadrado Bello,From Free Kick,Pass,17,
205,00:07:35.873,7,35,Colombia,Abel Enrique Aguilar Tapia,From Free Kick,Ball Receipt*,17,
206,00:07:35.873,7,35,Colombia,Abel Enrique Aguilar Tapia,From Free Kick,Pass,17,
207,00:07:37.160,7,37,Colombia,James David Rodríguez Rubio,From Free Kick,Ball Receipt*,17,
208,00:07:37.160,7,37,Poland,Jan Bednarek,From Free Kick,Pass,17,
209,00:07:37.960,7,37,Poland,Jacek Góralski,From Free Kick,Block,17,
210,00:07:39.993,7,39,Colombia,Davinson Sánchez Mina,From Free Kick,Pressure,17,
211,00:07:40.260,7,40,Colombia,Davinson Sánchez Mina,From Free Kick,Duel,17,
212,00:07:40.260,7,40,Poland,Robert Lewandowski,From Free Kick,Pass,17,
213,00:07:41.353,7,41,Colombia,Abel Enrique Aguilar Tapia,From Free Kick,Pass,17,
214,00:07:42.113,7,42,Colombia,Wílmar Enrique Barrios Terán,From Free Kick,Ball Receipt*,17,
215,00:07:42.113,7,42,Colombia,Wílmar Enrique Barrios Terán,From Free Kick,Carry,17,
216,00:07:43.193,7,43,Colombia,Wílmar Enrique Barrios Terán,From Free Kick,Pass,17,
217,00:07:43.873,7,43,Colombia,Juan Fernando Quintero Paniagua,From Free Kick,Ball Receipt*,17,
218,00:07:43.873,7,43,Colombia,Juan Fernando Quintero Paniagua,From Free Kick,Carry,17,
219,00:07:44.220,7,44,Poland,Grzegorz Krychowiak,From Free Kick,Pressure,17,
